dataset_id,model_id,according accuracy
26,399,0.7775
65,719,0.911
18,247,0.9245
18,110,0.924
40,510,0.902
26,75,0.8578
26,365,0.8847
4,335,0.917
18,305,0.9255
55,471,0.726
26,926,0.8549
16,583,0.828
15,506,0.974
18,847,0.923
26,684,0.9014
26,240,0.9014
31,830,0.6833
26,455,0.1268
31,564,0.86
7,736,0.925
26,476,0.9141
32,81,0.902
18,680,0.9425
26,131,0.6643
26,104,0.823
18,154,0.9275
64,511,0.43
14,288,0.9184
26,626,0.8314
31,486,0.9307
18,989,0.933
26,261,0.704
14,463,0.9116
18,192,0.925
26,438,0.1268
14,348,0.9155
32,169,0.926
18,296,0.9245
4,457,0.931
26,121,0.911
10,210,0.532
18,931,0.9245
18,573,0.924
18,716,0.9255
18,845,0.9305
18,750,0.9265
26,361,0.3521
18,157,0.92
22,199,0.814
18,913,0.921
26,260,0.9119
18,311,0.937
18,119,0.9175
11,219,0.882
14,881,0.9161
18,658,0.915
26,189,0.5092
31,278,0.8667
5,116,0.48
18,963,0.925
18,832,0.9215
26,313,0.906
37,699,0.9014
18,974,0.9245
18,853,0.9205
61,788,0.826
12,561,0.761
60,703,0.74
14,962,0.9184
64,976,0.568
58,653,0.716
14,835,0.9184
26,244,0.8486
53,814,0.993
58,230,0.458
33,688,0.913
18,724,0.921
18,608,0.39
22,197,0.749
18,465,0.923
26,522,0.91
49,776,0.833
10,218,0.548
18,310,0.9265
26,396,0.5054
31,314,0.928
64,100,0.513
26,456,0.8383
14,336,0.931
26,846,0.9323
14,257,0.9161
26,388,0.5702
26,639,0.6814
18,833,0.9235
26,146,0.848
18,633,0.934
18,292,0.9245
14,903,0.8265
26,755,0.8567
26,933,0.8627
18,953,0.9225
58,225,0.713
26,108,0.6679
26,771,0.8326
58,205,0.513
14,250,0.9171
18,891,0.9285
64,326,0.557
18,799,0.927
18,610,0.925
14,743,0.9468
18,302,0.929
25,940,0.862
14,343,0.9187
36,698,0.593
18,920,0.927
26,496,0.9014
52,93,0.726
18,294,0.924
18,149,0.923
14,965,0.9165
25,325,0.978
12,560,0.788
18,377,0.9285
18,957,0.919
31,644,0.87
14,613,0.9255
29,162,0.629
18,272,0.9215
18,286,0.922
18,809,0.922
27,568,0.436
64,517,0.634
18,983,0.921
26,526,0.902
14,904,0.9158
18,280,0.928
26,271,0.9014
26,378,0.8199
26,412,0.8848
14,515,0.9184
14,256,0.9468
26,446,0.5881
14,665,0.9461
55,477,0.79
26,373,0.3803
58,221,0.462
24,469,0.742
14,614,0.9323
64,781,0.973
18,813,0.9215
18,910,0.928
26,363,0.7721
32,167,0.937
18,762,0.925
7,767,0.922
31,939,0.866
18,937,0.924
26,371,0.6426
18,874,0.925
25,872,0.992
26,524,0.9323
18,251,0.933
18,969,0.923
26,452,0.8635
31,645,0.9178
31,929,0.8733
18,663,0.9245
18,590,0.931
26,504,0.8456
31,980,0.8733
64,323,0.781
18,757,0.932
18,150,0.924
26,349,0.8326
26,435,0.7901
26,384,0.6
14,621,0.9471
18,585,0.92
14,262,0.9158
31,181,0.8567
18,883,0.936
31,956,0.86
18,509,0.9285
4,758,0.765
18,888,0.924
31,619,0.8767
18,248,0.938
18,606,0.917
26,408,0.5634
18,915,0.919
57,172,0.97
32,82,0.9
26,416,0.5717
58,756,0.81
26,971,0.8505
18,462,0.925
26,130,0.7917
26,901,0.8634
26,970,0.8529
18,186,0.9365
18,96,0.9365
4,816,0.581
18,155,0.6
58,224,0.858
26,447,0.4621
26,448,0.4657
31,837,0.8533
18,906,0.924
26,407,0.1268
18,488,0.924
31,708,0.9214
26,109,0.9037
18,745,0.934
37,701,0.8796
14,876,0.9177
18,917,0.8885
26,695,0.8922
18,485,0.917
18,536,0.9225
18,893,0.838
52,89,0.728
18,912,0.9285
38,319,0.957
26,895,0.8456
31,923,0.88
18,350,0.923
45,927,0.796
14,982,0.9184
26,523,0.6895
18,625,0.925
16,582,0.8691
26,577,0.8345
64,885,0.56
31,843,0.8733
14,151,0.9113
26,107,0.8989
18,77,0.928
18,180,0.9425
14,896,0.9368
18,111,0.924
14,507,0.9432
18,516,0.9205
14,862,0.9174
31,922,0.88
26,166,0.9033
14,828,0.9448
18,79,0.9335
26,140,0.6895
58,207,0.844
26,443,0.9926
26,126,0.7132
18,374,0.9245
4,675,0.542
31,331,0.87
18,677,0.9295
14,733,0.9468
26,498,0.8775
18,650,0.9305
47,604,0.908
26,697,0.9404
18,995,0.9365
18,632,0.892
26,569,0.8284
14,897,0.8532
19,320,0.99
18,802,0.9265
18,627,0.922
26,355,0.9084
54,66,0.989
18,555,0.9245
18,589,0.9225
26,97,0.9037
14,252,0.9458
31,955,0.9552
11,228,0.876
14,649,0.9171
38,177,0.942
18,878,0.927
18,603,0.921
26,346,0.9128
26,124,0.5487
26,376,0.8853
26,692,0.9232
58,914,0.819
31,459,0.9314
58,208,0.709
18,882,0.939
18,794,0.923
14,666,0.9187
18,158,0.934
14,612,0.9765
18,722,0.924
26,941,0.828
11,229,0.89
26,354,0.9099
26,815,0.8676
56,713,0.802
18,801,0.925
26,122,0.7581
64,784,0.987
18,88,0.937
58,233,0.863
14,70,0.9465
26,129,0.7917
10,235,0.51
31,851,0.904
41,264,0.908
14,919,0.9174
26,712,0.5819
26,902,0.9255
26,134,0.6065
18,461,0.9245
10,213,0.494
18,86,0.9215
32,83,0.94
31,597,0.9303
18,624,0.924
18,968,0.928
31,321,0.9126
31,839,0.9776
49,779,0.84
58,249,0.809
10,236,0.549
18,491,0.9245
18,683,0.924
31,188,0.86
26,531,0.5634
18,553,0.9305
18,752,0.925
18,984,0.9215
32,170,0.935
26,694,0.8746
18,184,0.928
8,193,0.607
31,329,0.8733
14,490,0.9135
49,778,0.893
31,840,0.9074
18,156,0.922
18,822,0.9255
58,232,0.783
46,870,0.84
18,332,0.9385
30,493,0.688
26,397,0.4982
18,492,0.927
51,339,0.929
18,993,0.924
26,499,0.8603
26,706,0.9399
26,428,0.8505
18,67,0.9275
16,578,0.8167
18,889,0.9245
47,605,0.831
26,707,0.9584
31,795,0.9319
18,798,0.8945
26,429,0.6099
14,992,0.9174
14,176,0.9174
18,879,0.929
51,340,0.933
18,669,0.9405
64,315,0.586
26,175,0.9346
26,445,0.5779
52,90,0.722
26,357,0.9232
14,242,0.9184
14,345,0.9184
26,857,0.8603
26,480,0.9335
26,803,0.9157
46,961,0.841
26,434,0.4874
18,276,0.9265
18,203,0.9215
26,425,0.8406
18,787,0.9255
31,749,0.8633
64,977,0.736
18,908,0.9255
31,657,0.8767
18,836,0.9005
4,556,0.934
4,672,0.693
18,770,0.9185
26,475,0.8554
18,464,0.92
49,775,0.82
18,742,0.9225
55,478,0.834
57,171,0.974
14,744,0.9174
26,451,0.8544
18,979,0.9235
26,790,0.9037
14,160,0.9458
18,562,0.923
26,525,0.5634
17,473,0.497
26,360,0.6643
18,301,0.9335
62,322,0.75
61,702,0.748
18,120,0.9165
26,449,0.4838
18,849,0.924
18,911,0.921
26,400,0.7867
55,481,0.754
18,549,0.9245
14,648,0.939
26,291,0.911
41,854,0.822
26,105,0.8382
26,369,0.826
31,638,0.928
18,642,0.9265
26,289,0.9014
18,746,0.9275
18,258,0.936
26,245,0.8578
18,69,0.927
18,643,0.934
14,678,0.9506
18,565,0.9265
21,575,0.98
14,285,0.9187
54,592,0.876
31,559,0.8767
14,550,0.9477
31,591,0.8733
14,200,0.941
2,101,0.8
18,796,0.927
26,414,0.6072
26,947,0.9154
18,997,0.9325
14,71,0.9174
26,165,0.8554
18,894,0.925
26,99,0.9014
26,482,0.5352
31,574,0.87
26,387,0.5702
26,427,0.1549
31,600,0.9303
22,198,0.788
31,306,0.8767
31,967,0.9361
14,768,0.9703
26,690,0.8627
31,538,0.8667
16,580,0.6745
26,441,0.9877
26,370,0.8943
14,547,0.9426
61,900,0.625
18,254,0.9265
18,246,0.9245
58,234,0.713
26,132,0.5634
31,74,0.8733
26,570,0.8284
14,865,0.92
26,164,0.8968
26,760,0.922
18,954,0.9225
26,417,0.5578
55,472,0.772
18,709,0.924
31,297,0.87
18,681,0.924
26,137,0.5634
8,194,0.59
18,269,0.9275
26,367,0.8945
18,764,0.9215
14,615,0.9739
0,686,0.939
26,380,0.5946
64,618,0.24
26,945,0.914
31,596,0.923
18,312,0.924
26,141,0.5634
18,916,0.9195
18,103,0.926
26,500,0.8505
26,440,0.1549
14,738,0.9319
27,544,0.589
18,159,0.924
34,630,0.793
64,717,0.592
6,152,0.818
18,921,0.9375
14,281,0.9742
64,179,0.553
26,659,0.848
18,341,0.9165
18,182,0.9285
18,295,0.926
26,135,0.6173
32,84,0.902
18,279,0.9205
14,266,0.9306
31,76,0.8767
26,479,0.6462
11,238,0.895
64,782,0.967
26,127,0.5634
49,774,0.853
14,829,0.9184
26,871,0.9014
56,714,0.851
18,147,0.922
26,364,0.8439
18,317,0.9285
18,660,0.925
10,217,0.513
31,641,0.86
26,125,0.5352
26,358,0.4648
31,338,0.8767
26,391,0.7888
31,174,0.8767
18,637,0.903
26,867,0.7328
26,423,0.4982
7,721,0.924
18,513,0.9165
26,422,0.5199
31,670,0.9267
18,334,0.9245
64,791,0.587
46,772,0.82
26,949,0.7581
4,333,0.932
38,178,0.923
4,273,0.932
14,824,0.9458
18,566,0.919
18,966,0.9235
16,579,0.8235
26,415,0.5576
44,826,0.815
26,395,0.5199
18,747,0.9175
26,123,0.5634
18,667,0.9215
18,884,0.923
46,960,0.841
4,673,0.502
58,231,0.567
42,785,0.905
14,144,0.9184
26,432,0.4874
26,353,0.8603
18,497,0.926
64,978,0.205
26,453,0.1268
41,959,0.836
18,685,0.927
18,85,0.936
4,751,0.931
64,293,0.954
26,390,0.7887
26,948,0.9013
31,647,0.9
31,996,0.8733
31,327,0.8867
18,196,0.912
18,810,0.9215
31,328,0.909
18,535,0.9235
31,628,0.8667
14,514,0.9352
26,925,0.8205
15,532,0.976
38,277,0.888
