dataset_id,model_id,balance_accuracy
48,182, 0.5
50,1101, 0.22
57,1055, 0.123047776
33,157, 0.394637814
8,783, 0.1
56,1370, 0.594
12,1631, 0.474
37,1021, 0.262208862
51,1362, 0.5328
23,647, 0.787087912
51,1486, 0.4772
4,403, 0.452801629
56,1349, 0.569
7,1022, 0.4845
6,232, 0.999168636
0,1772, 0.33362578
49,718, 0.326388889
65,1126, 0.551754652
14,1039, 0.412
8,894, 0.096608947
55,905, 0.131294489
18,646, 0.50739395
14,391, 0.5945
49,1789, 0.341666667
34,448, 0.521582734
14,1474, 0.5155
19,570, 0.827942992
27,465, 0.55
14,110, 0.7135
26,741, 0.612338607
14,396, 0.6635
52,505, 0.333333333
53,1681, 0.405765036
30,856, 0.321940535
40,1088, 0.125757576
69,249, 0.5
71,1270, 0.195466897
45,1121, 0.31103111
65,1719, 0.771307438
48,1275, 0.993706958
7,431, 0.4735
71,165, 0.129374609
5,814, 0.29209267
36,977, 0.654706897
29,815, 0.299389837
34,923, 0.5
63,1058, 0.057435774
9,1491, 0.5
69,1815, 0.802734427
2,786, 0.236628106
39,1502, 0.125
34,462, 0.537279267
51,443, 0.533
11,1768, 0.5
33,1463, 0.150310507
70,1003, 0.276162118
43,1261, 0.157387137
40,1688, 0.126763794
29,851, 0.192344177
69,308, 0.5
12,1028, 0.3105
37,1001, 0.254121878
60,951, 0.564028704
38,1473, 0.62
54,1827, 0.224448563
38,379, 0.453333333
45,1108, 0.25
16,1381, 0.581414141
12,306, 0.399
4,1284, 0.414873876
22,351, 0.518374823
11,234, 0.590800166
12,1039, 0.412
30,208, 0.25
30,819, 0.533818969
43,1850, 0.179178062
71,1257, 0.190434158
56,1480, 0.6395
69,1359, 0.5
9,1485, 0.52299265
20,584, 0.5
51,111, 0.701
40,1076, 0.129441338
63,674, 0.0935
9,425, 0.494008679
64,1411, 0.387133333
9,321, 0.503399095
11,668, 0.5
50,1322, 0.248
7,1474, 0.496
48,925, 0.410457999
26,1246, 0.619453537
18,352, 0.682288322
70,994, 0.282970578
54,1831, 0.239719171
51,1798, 0.5104
9,1358, 0.5
7,113, 0.9815
14,383, 0.53
6,544, 0.496779257
36,1422, 0.25
13,178, 0.515075922
31,803, 0.247295863
14,266, 0.5055
43,1853, 0.228710203
21,609, 0.515244051
40,1696, 0.124430524
50,1097, 0.264
40,1551, 0.117263823
5,803, 0.281464714
53,1682, 0.432522667
64,1686, 0.34
23,365, 0.5
70,1005, 0.19673218
2,129, 0.123867255
13,935, 0.513353579
49,719, 0.481944444
21,1384, 0.351791572
37,1446, 0.304676584
29,203, 0.257346956
52,1392, 0.998620146
43,1865, 0.1767917
6,637, 0.366264796
0,93, 0.821919826
57,1506, 0.989744932
28,777, 0.849315743
2,895, 0.619034437
27,927, 0.5
39,1063, 0.1597799
69,1481, 0.5159054
65,1124, 0.500710912
14,1629, 0.5455
12,378, 0.9935
68,698, 0.334068181
4,933, 0.5
12,1797, 0.442
68,1791, 0.333333333
37,981, 0.260249312
21,1385, 0.359074171
69,1487, 0.499988644
37,1429, 0.268184324
68,95, 0.31718358
25,1299, 0.4458
54,985, 0.184184792
39,1064, 0.79160188
69,386, 0.554764239
58,1608, 0.5
57,1068, 0.1
45,1211, 0.257947894
9,306, 0.47772977
12,1815, 0.532
12,1368, 0.508
50,1728, 0.148
34,940, 0.500981033
14,250, 0.3975
54,1007, 0.286375979
16,511, 0.333333333
40,1673, 0.129858692
45,1221, 0.236578426
50,1727, 0.304
22,623, 0.969584406
28,781, 0.271795337
63,1048, 0.059386686
48,174, 0.5
69,1488, 0.498043053
30,211, 0.219323111
23,527, 0.508750509
64,1684, 0.355933333
38,438, 0.086666667
31,860, 0.351797494
33,1850, 0.177169553
64,1407, 0.296466667
5,848, 0.278751154
11,1749, 0.476301824
56,1362, 0.3295
5,811, 0.303636146
2,876, 0.189822774
3,1447, 0.143383361
12,1817, 0.626
66,1202, 0.013894264
54,987, 0.248107615
13,460, 0.5
21,1376, 0.422726406
21,1377, 0.393765418
37,1008, 0.25
19,563, 0.882309823
29,855, 0.269973642
23,545, 0.511090761
38,313, 0.5
52,495, 0.333727577
51,267, 0.5002
14,1488, 0.4965
7,1819, 0.521
36,974, 0.512719717
20,1596, 0.644986861
26,736, 0.854769049
7,1814, 0.509
24,691, 0.116183264
68,1787, 0.334635061
51,1025, 0.376
38,437, 0.705
18,245, 0.494879162
9,1807, 0.436735982
55,1468, 0.661409052
66,1340, 0.201712763
3,1256, 0.131055946
60,587, 0.522589448
59,1691, 0.5
11,1754, 0.533461857
60,948, 0.554856479
52,488, 0.333333333
23,627, 0.305860806
11,666, 0.50247927
4,449, 0.496386897
21,607, 0.814797948
4,189, 0.5
7,1806, 0.332
12,319, 0.452
45,1197, 0.312452254
64,1094, 0.333333333
11,244, 0.504929519
33,171, 0.20753115
18,1750, 0.496138246
4,927, 0.3753389
68,1317, 0.312294032
20,1573, 0.733828583
26,1232, 0.56937625
51,1488, 0.4964
69,1476, 0.42825915
51,446, 0.5156
34,187, 0.497710922
45,1112, 0.135873248
54,974, 0.23419891
31,812, 0.206364795
20,952, 0.608247423
59,1680, 0.097430407
7,318, 0.526
48,449, 0.5
25,708, 0.3312
11,522, 0.528992537
3,1157, 0.133721742
51,1629, 0.5382
27,764, 0.880434783
40,1549, 0.141618652
42,1704, 0.5
37,1828, 0.306110978
9,1488, 0.5
44,1196, 0.899178227
53,1674, 0.401175867
30,800, 0.328815436
16,610, 0.343192765
27,1294, 0.5
0,716, 0.334456604
13,462, 0.5
49,76, 0.854166667
43,155, 0.170396253
7,1646, 0.526
69,1479, 0.464534591
29,869, 0.418943698
26,325, 0.501591198
34,1275, 0.475801177
22,645, 0.977574565
29,809, 0.214181554
12,255, 0.546
14,431, 0.4785
7,105, 0.988
49,1311, 0.598012978
9,1496, 0.5
46,338, 0.500508647
34,930, 0.579136691
33,1464, 0.141208767
23,664, 0.597222222
16,507, 0.333333333
4,1273, 0.50591857
44,1527, 0.558527305
60,582, 0.677632909
50,1745, 0.232
69,430, 0.555487212
68,1302, 0.32607859
59,1673, 0.172376874
0,1793, 0.333333333
55,1857, 0.148952512
0,1782, 0.538843656
71,1456, 0.208209355
7,1043, 0.4385
69,266, 0.511821172
