(436,7)	[3, 0.5335, 0.5335, 0.568501, 0.545214119, 0.5335, 0.501192087, 0.344035675, 0.4665, 0.809834933, 1.180956721]
(432,14)	[3, 0.3415, 0.3415, 0.726423, 0.332067393, 0.3415, 0.332121483, 0.201834224, 0.6585, 0.773504727, 2.393091559]
(1431,70)	[3, 0.19047619, 0.19354073, 0.445858272, 0.220573286, 0.19047619, 0.184301323, 0.101948863, 0.80952381, 1.469152315, 2.073591799]
(99,51)	[3, 0.7076, 0.7076, 0.7825928, 0.722750758, 0.7076, 0.702541976, 0.542854627, 0.2924, 0.586207349, 1.407454538]
(1513,57)	[3, 0.966955153, 0.966981586, 0.999055631, 0.967363515, 0.966955153, 0.966989097, 0.936627769, 0.033044847, 0.136761403, 5.662319512]
(1245,26)	[3, 0.795542636, 0.792394072, 0.850707704, 0.795234911, 0.795542636, 0.795219257, 0.660612578, 0.204457364, 3.532548633, 1.46179652]
(989,54)	[3, 0.276041667, 0.25, 0.50672795, 0.076222354, 0.276041667, 0.119458954, 0.076222354, 0.723958333, 25.00090382, 1.203316392]
(687,39)	[0, 0.105196451, 0.114287465, 0.48794358, 0.144660803, 0.105196451, 0.073730888, 0.040057988, 0.894803549, 2.282966163, 17.10426188]
(612,52)	[3, 0.298048492, 0.298048492, 0.414906178, 0.265014827, 0.298048492, 0.242099748, 0.145737211, 0.701951508, 3.868772646, 1.217278084]
(1753,6)	[2, 0.514003295, 0.503850527, 0.663734009, 0.510234322, 0.514003295, 0.42397832, 0.298017831, 0.485996705, 0.821430006, 4.527868641]
(1362,14)	[3, 0.532, 0.532, 0.5240095, 0.535305904, 0.532, 0.520781985, 0.355395791, 0.468, 7.12107369, 1.004590273]
(389,56)	[3, 0.4555, 0.4555, 0.6587325, 0.403827659, 0.4555, 0.371013059, 0.252846535, 0.5445, 12.81750142, 1.341521502]
(388,51)	[3, 0.9676, 0.9676, 0.99814688, 0.969244533, 0.9676, 0.967571588, 0.937181992, 0.0324, 0.11851059, 1.065514898]
(1101,41)	[2, 0.120159681, 0.120255446, 0.316330194, 0.087564771, 0.120159681, 0.08335942, 0.045129333, 0.879840319, 1.68113791, 2.722403246]
(864,31)	[3, 0.28674833, 0.26661473, 0.531152295, 0.400887106, 0.28674833, 0.158350184, 0.096442335, 0.71325167, 23.94728153, 1.143447806]
(428,56)	[3, 0.6105, 0.6105, 0.874188, 0.74188376, 0.6105, 0.549298187, 0.396952674, 0.3895, 0.619916286, 1.442845464]
(470,27)	[3, 0.504347826, 0.504347826, 0.547996219, 0.515879591, 0.504347826, 0.39440133, 0.278666814, 0.495652174, 0.798508669, 25.73011854]
