model,dataset,predict_balance_accuracy,groundtruth_balance_accuracy
428,1,0.5,0.507137759
429,1,0.5,0.574232691
430,1,0.5,0.513204854
431,1,0.5,0.476445396
432,1,0.5,0.349036403
433,1,0.57826087,0.5
434,1,0.5,0.526052819
435,1,0.5,0.517130621
436,1,0.5,0.528194147
437,1,0.5,0.502141328
438,1,0.547826087,0.525695931
439,1,0.476086957,0.5
440,1,0.5,0.267309065
441,1,0.497826087,0.5
442,1,0.5,0.5
443,1,0.463043478,0.528551035
444,1,0.5,0.895788722
445,1,0.417391304,0.937901499
446,1,0.52173913,0.520342612
1022,1,0.333333333,0.481798715
1023,1,0.340933333,0.48786581
1024,1,0.255066667,0.452177016
1025,1,0.3598,0.394361171
1026,1,0.3328,0.414346895
1027,1,0.252266667,0.431120628
1028,1,0.380266667,0.307637402
1029,1,0.251466667,0.374018558
1030,1,0.270733333,0.653818701
1031,1,0.332066667,0.501070664
1032,1,0.311866667,0.459671663
1033,1,0.333333333,0.5
1034,1,0.333933333,0.444325482
1035,1,0.3316,0.483940043
1036,1,0.337866667,0.513204854
1037,1,0.232192079,0.427551749
1038,1,0.327333333,0.461099215
1039,1,0.3318,0.41862955
1040,1,0.333333333,0.488579586
1041,1,0.333333333,0.467880086
1042,1,0.483,0.496431121
1043,1,0.286466667,0.438972163
1044,1,0.333333333,0.484296931
1045,1,0.333333333,0.46538187
1046,1,0.336466667,0.44111349
1347,1,0.336533333,0.500356888
1348,1,0.286066667,0.500713776
1349,1,0.343066667,0.578515346
1350,1,0.189554455,0.488222698
1351,1,0.322194059,0.417915774
1352,1,0.332933333,0.503568879
1353,1,0.446866667,0.429693076
1354,1,0.1894,0.56923626
1355,1,0.379466667,0.45503212
1356,1,0.3306,0.502498216
1357,1,0.296466667,0.526766595
1358,1,0.333333333,0.5
1359,1,0.337,0.500713776
1360,1,0.3414,0.529978587
1361,1,0.387133333,0.500713776
1362,1,0.5,0.517130621
1363,1,0.499,0.462883655
1364,1,0.333333333,0.496431121
1365,1,0.1976,0.248037116
1366,1,0.333333333,0.498572448
1367,1,0.333333333,0.513204854
1368,1,0.3572,0.505353319
1369,1,0.204960396,0.913276231
1370,1,0.1958,0.947180585
1371,1,0.317333333,0.551034975
1472,1,0.498981248,0.518201285
1473,1,0.5,0.481441827
1474,1,0.499882986,0.519628837
1475,1,0.534252817,0.490720914
1476,1,0.592857143,0.493576017
1477,1,0.558527305,0.631334761
1478,1,0.522535322,0.575303355
1479,1,0.556102392,0.476802284
1480,1,0.530055178,0.618843683
1481,1,0.567843319,0.589578872
1482,1,0.396291764,0.516773733
1483,1,0.5,0.5
1484,1,0.5,0.5
1485,1,0.5,0.505710207
1486,1,0.5,0.47751606
1487,1,0.232192079,0.503211991
1488,1,0.5,0.495003569
1489,1,0.499531945,0.5
1490,1,0.491800902,0.5
1491,1,0.148731963,0.5
1492,1,0.501521179,0.5
1493,1,0.5,0.480728051
1494,1,0.499146531,0.592790864
1495,1,0.499684144,0.514989293
1496,1,0.5,0.5
1622,1,0.5,0.508208423
1623,1,0.557217608,0.507851535
1624,1,0.414266667,0.568522484
1625,1,0.511315967,0.481084939
1626,1,0.505020136,0.538900785
1627,1,0.907721862,0.736259814
1628,1,0.496706538,0.311206281
1629,1,0.370442209,0.537830121
1630,1,0.503834475,0.521770164
1631,1,0.330333333,0.505710207
1632,1,0.2098,0.568879372
1633,1,0.5,0.5
1634,1,0.355933333,0.530692363
1635,1,0.507896399,0.562098501
1636,1,0.433142834,0.51391863
1637,1,0.3606,0.5
1638,1,0.505751639,0.535331906
1639,1,0.5,0.480371163
1640,1,0.518886679,0.398286938
1641,1,0.5,0.5
1642,1,0.5,0.501427552
1643,1,0.5,0.5
1644,1,0.899866667,0.86509636
1645,1,0.505031594,0.947894361
1646,1,0.502453224,0.539614561
1797,1,0.481672239,0.433261956
1798,1,0.498132586,0.496074233
1799,1,0.414505587,0.457530335
1800,1,0.443098947,0.463954318
1801,1,0.15216845,0.61598858
1802,1,0.429240648,0.626695218
1803,1,0.479102663,0.628479657
1804,1,0.522960999,0.560670949
1805,1,0.506544419,0.512491078
1806,1,0.516834019,0.369735903
1807,1,0.14673237,0.457530335
1808,1,0.5,0.523911492
1809,1,0.474,0.473947181
1810,1,0.5,0.496431121
1811,1,0.5,0.496788009
1812,1,0.332933333,0.521770164
1813,1,0.5,0.496788009
1814,1,0.5,0.492862241
1815,1,0.162835515,0.548536759
1816,1,0.142857143,0.526052819
1817,1,0.5,0.634189864
1818,1,0.5,0.5
1819,1,0.503430337,0.521770164
1820,1,0.508254646,0.533904354
1821,1,0.5,0.526766595
322,10,0.557477111,0.557985758
323,10,0.679043744,0.679043744
324,10,0.690233978,0.689725331
325,10,0.498982706,0.498982706
326,10,0.497975928,0.523397762
327,10,0.920651068,0.920651068
328,10,0.322990844,0.322990844
329,10,0.309257375,0.309257375
330,10,0.476093591,0.476093591
331,10,0.553407935,0.553407935
332,10,0.486266531,0.486266531
333,10,0.486775178,0.486775178
334,10,0.500508647,0.500508647
335,10,0.517802645,0.517802645
336,10,0.54069176,0.54069176
337,10,0.5,0.501017294
338,10,0.500508647,0.500508647
339,10,0.5,0.5
340,10,0.508138352,0.508138352
341,10,0.5,0.5
342,10,0.534587996,0.534587996
343,10,0.503051882,0.503051882
344,10,0.845879959,0.845879959
345,10,0.534657561,0.856561546
346,10,0.503399095,0.566632757
722,10,0.623092574,0.623092574
723,10,0.681586979,0.682095626
724,10,0.695320448,0.695320448
725,10,0.746185148,0.746185148
726,10,0.684638861,0.684638861
727,10,0.757884028,0.757884028
728,10,0.707527976,0.707527976
729,10,0.789928789,0.789928789
730,10,0.81180061,0.81180061
731,10,0.739572737,0.739572737
732,10,0.871312309,0.871312309
733,10,0.538148525,0.538148525
734,10,0.630722279,0.630722279
735,10,0.589521872,0.589013225
736,10,0.606307223,0.606307223
737,10,0.327777778,0.589013225
738,10,0.723296033,0.723296033
739,10,0.671922686,0.671922686
740,10,0.833672431,0.833672431
741,10,0.519837233,0.519837233
742,10,0.756358087,0.756358087
743,10,0.326388889,0.630722279
744,10,0.481944444,0.681078332
745,10,0.745676501,0.745676501
746,10,0.626653103,0.626653103
1222,10,0.490844354,0.490844354
1223,10,0.631230926,0.631230926
1224,10,0.567141404,0.567141404
1225,10,0.510681587,0.510681587
1226,10,0.506612411,0.506612411
1227,10,0.89705022,0.950661241
1228,10,0.424720244,0.424720244
1229,10,0.946428571,0.550356053
1230,10,0.568667345,0.568667345
1231,10,0.733468973,0.733468973
1232,10,0.686673449,0.686673449
1233,10,0.5,0.5
1234,10,0.498982706,0.498982706
1235,10,0.477110885,0.477110885
1236,10,0.496948118,0.496439471
1237,10,0.572262967,0.508646999
1238,10,0.5,0.5
1239,10,0.5,0.5
1240,10,0.95,0.5
1241,10,0.5,0.5
1242,10,0.501525941,0.501525941
1243,10,0.5,0.5
1244,10,0.837741607,0.837741607
1245,10,0.856052899,0.856052899
1246,10,0.628559431,0.587995931
172,15,0.491038485,0.408794788
173,15,0.272792665,0.457654723
174,15,0.283657122,0.382736156
175,15,0.507205167,0.5
176,15,0.451446527,0.5
177,15,0.598691883,0.5
178,15,0.449570852,0.5
179,15,0.451379684,0.5
180,15,0.43852355,0.5
181,15,0.49859944,0.503257329
182,15,0.464033262,0.5
183,15,0.162951054,0.368078176
184,15,0.237120097,0.350162866
185,15,0.300833062,0.530944625
186,15,0.310469454,0.501628664
187,15,0.501017294,0.364820847
188,15,0.459242442,0.741042345
189,15,0.166426242,0.519543974
190,15,0.458066964,0.664495114
191,15,0.16984507,0.294788274
192,15,0.500037179,0.747557003
193,15,0.415309403,0.40228013
194,15,0.422271769,0.374592834
195,15,0.422422983,0.30781759
196,15,0.21868219,0.496742671
397,15,0.503407277,0.5
398,15,0.4815,0.687296417
399,15,0.526069433,0.5
400,15,0.505233747,0.5
401,15,0.518374823,0.5
402,15,0.372346183,0.5
403,15,0.494943206,0.5
404,15,0.381759491,0.5
405,15,0.4945,0.5
406,15,0.548584756,0.5
407,15,0.434106842,0.5
408,15,0.5,0.408794788
409,15,0.5,0.5
410,15,0.67017042,0.5
411,15,0.490035127,0.5
412,15,0.497826087,0.638436482
413,15,0.505566003,0.591205212
414,15,0.5,0.557003257
415,15,0.5,0.5
416,15,0.4365,0.470684039
417,15,0.665828495,0.5
418,15,0.5,0.618892508
419,15,0.499533147,0.5
420,15,0.5535,0.48534202
421,15,0.553680141,0.473941368
447,15,0.5,0.931596091
448,15,0.4815,0.95276873
449,15,0.532608696,0.964169381
450,15,0.2465,0.5
451,15,0.5,0.5
452,15,0.4805,0.5
453,15,0.6105,0.5
454,15,0.8245,0.5
455,15,0.4395,0.688925081
456,15,0.501,0.5
457,15,0.446,0.5
458,15,0.5,0.938110749
459,15,0.388,0.956026059
460,15,0.5105,0.949511401
461,15,0.486265533,0.947882736
462,15,0.5,0.942996743
463,15,0.5455,0.7752443
464,15,0.5,0.929967427
465,15,0.595,0.776872964
466,15,0.423913043,0.970684039
467,15,0.541304348,0.794788274
468,15,0.478,0.938110749
469,15,0.513043478,0.928338762
470,15,0.5535,0.908794788
471,15,0.484782609,0.95276873
747,15,0.623092574,0.519543974
748,15,0.681586979,0.498371336
749,15,0.695320448,0.513029316
750,15,0.746185148,0.5
751,15,0.684638861,0.5
752,15,0.757884028,0.5
753,15,0.707527976,0.5
754,15,0.789928789,0.5
755,15,0.81180061,0.535830619
756,15,0.739572737,0.465798046
757,15,0.871312309,0.5
758,15,0.538148525,0.589576547
759,15,0.630722279,0.543973941
760,15,0.589521872,0.553745928
761,15,0.606307223,0.589576547
762,15,0.5,0.615635179
763,15,0.723296033,0.664495114
764,15,0.671922686,0.529315961
765,15,0.833672431,0.625407166
766,15,0.519837233,0.558631922
767,15,0.756358087,0.600977199
768,15,0.784782609,0.615635179
769,15,0.669565217,0.465798046
770,15,0.745676501,0.504885993
771,15,0.626653103,0.53257329
922,15,0.272383236,0.728013029
923,15,0.287331797,0.63029316
924,15,0.280300091,0.672638436
925,15,0.441912137,0.5
926,15,0.440237835,0.5
927,15,0.53925966,0.498371336
928,15,0.438572065,0.486970684
929,15,0.449906632,0.5
930,15,0.436665512,0.486970684
931,15,0.424944469,0.40228013
932,15,0.462295701,0.5
933,15,0.171011949,0.503257329
934,15,0.232234691,0.509771987
935,15,0.293296968,0.700325733
936,15,0.288906164,0.762214984
937,15,0.508646999,0.527687296
938,15,0.45295202,0.231270358
939,15,0.19103513,0.524429967
940,15,0.482608696,0.288273616
941,15,0.541304348,0.667752443
942,15,0.438934283,0.276872964
943,15,0.202340659,0.693811075
944,15,0.167360673,0.622149837
945,15,0.42173913,0.672638436
946,15,0.21722218,0.522801303
1272,15,0.14623838,0.53257329
1273,15,0.142790155,0.509771987
1274,15,0.139318889,0.314332248
1275,15,0.510681587,0.5
1276,15,0.14579506,0.5
1277,15,0.144050714,0.5
1278,15,0.143387687,0.5
1279,15,0.144167886,0.5
1280,15,0.136059585,0.5
1281,15,0.131055946,0.5
1282,15,0.137781212,0.5
1283,15,0.142405646,0.5
1284,15,0.146792226,0.578175896
1285,15,0.142930415,0.407166124
1286,15,0.164052626,0.498371336
1287,15,0.508646999,0.5
1288,15,0.145804794,0.5
1289,15,0.144035451,0.5
1290,15,0.140673669,0.5
1291,15,0.5,0.469055375
1292,15,0.126997447,0.486970684
1293,15,0.5,0.5
1294,15,0.146912084,0.5
1295,15,0.14550898,0.5
1296,15,0.143381685,0.5
472,17,0.372219725,0.333333333
473,17,0.333333333,0.333333333
474,17,0.333333333,0.333333333
475,17,0.344272655,0.333333333
476,17,0.376062443,0.364453665
477,17,0.557624013,0.333333333
478,17,0.336964652,0.350276625
479,17,0.403048689,0.415629322
480,17,0.356955005,0.335408022
481,17,0.34345404,0.286652835
482,17,0.333333333,0.335408022
483,17,0.339555556,0.336099585
484,17,0.224055096,0.381396957
485,17,0.333333333,0.333333333
486,17,0.340323232,0.328838174
487,17,0.333333333,0.346818811
488,17,0.333333333,0.333333333
489,17,0.333777778,0.333333333
490,17,0.333333333,0.38208852
491,17,0.333333333,0.333333333
492,17,0.333350475,0.333333333
493,17,0.333333333,0.333333333
494,17,0.878421054,0.553250346
495,17,0.395559538,0.336099585
496,17,0.333333333,0.333333333
497,17,0.372219725,0.333333333
498,17,0.333333333,0.333333333
499,17,0.333333333,0.333333333
500,17,0.333333333,0.333333333
501,17,0.376062443,0.333333333
502,17,0.333333333,0.334370678
503,17,0.336547291,0.333333333
504,17,0.403048689,0.333333333
505,17,0.333333333,0.333333333
506,17,0.333333333,0.333333333
507,17,0.333333333,0.333333333
508,17,0.333333333,0.333333333
509,17,0.333333333,0.333333333
510,17,0.333333333,0.333333333
511,17,0.333333333,0.333333333
512,17,0.333333333,0.333333333
513,17,0.333333333,0.333333333
514,17,0.333777778,0.333333333
515,17,0.333333333,0.333333333
516,17,0.333333333,0.333333333
517,17,0.333350475,0.333333333
518,17,0.333333333,0.333333333
519,17,0.878421054,0.333333333
520,17,0.333333333,0.333333333
521,17,0.333333333,0.333333333
597,17,0.333333333,0.333333333
598,17,0.175143932,0.352697095
599,17,0.334846339,0.371715076
600,17,0.840964291,0.677385892
601,17,0.591622187,0.502074689
602,17,0.75002372,0.699515906
603,17,0.686564584,0.39626556
604,17,0.456471239,0.382434302
605,17,0.5553945,0.333333333
606,17,0.723410871,0.333333333
607,17,0.670413275,0.352005533
608,17,0.353968696,0.30428769
609,17,0.327369992,0.31120332
610,17,0.343192765,0.384163209
611,17,0.572783847,0.338520055
612,17,0.333333333,0.298063624
613,17,0.760650262,0.491701245
614,17,0.375865984,0.321922545
615,17,0.562557516,0.421161826
616,17,0.333333333,0.389004149
617,17,0.777474159,0.335062241
618,17,0.352811826,0.326071923
619,17,0.790452615,0.64626556
620,17,0.523753203,0.522475795
621,17,0.334056355,0.25242047
1372,17,0.332919336,0.93153527
1373,17,0.321213927,0.782157676
1374,17,0.350905634,0.934301521
1375,17,0.623327576,0.970954357
1376,17,0.568623425,0.978907331
1377,17,0.333333333,0.995504841
1378,17,0.584404051,0.977178423
1379,17,0.661962279,0.968188105
1380,17,0.508963682,0.973720609
1381,17,0.581414141,0.978907331
1382,17,0.679774652,0.97406639
1383,17,0.335081726,0.425311203
1384,17,0.331987175,0.925311203
1385,17,0.402791511,0.98824343
1386,17,0.363399521,0.991355463
1387,17,0.5305,0.926694329
1388,17,0.400919336,0.967150761
1389,17,0.333333333,0.482019364
1390,17,0.414940075,0.976141079
1391,17,0.329213834,0.344052559
1392,17,0.424015848,0.971991701
1393,17,0.333333333,0.645919779
1394,17,0.334690387,0.980636238
1395,17,0.449055245,0.983056708
1396,17,0.391094066,0.883471646
122,32,0.287219773,0.892595575
123,32,0.469444444,0.864970241
124,32,0.354721366,0.911541295
125,32,0.218427519,0.2
126,32,0.192909869,0.2
127,32,0.279860471,0.2
128,32,0.475920156,0.208291765
129,32,0.12828163,0.2
130,32,0.142167313,0.252362144
131,32,0.226975465,0.229504234
132,32,0.21545548,0.20104712
133,32,0.202809177,0.854767854
134,32,0.184009889,0.848400542
135,32,0.234509326,0.88732791
136,32,0.262073114,0.90388069
137,32,0.496054115,0.873604317
138,32,0.2,0.412865199
139,32,0.2,0.881458987
140,32,0.198856621,0.379180971
141,32,0.2,0.884183164
142,32,0.274668493,0.330249726
143,32,0.216261187,0.898462597
144,32,0.603221621,0.770258367
145,32,0.577710818,0.738534281
146,32,0.198172239,0.878776262
272,32,0.207486684,0.183658713
273,32,0.201185399,0.18115996
274,32,0.156751335,0.18976886
275,32,0.177101419,0.200609756
276,32,0.22177303,0.2
277,32,0.173315627,0.2
278,32,0.145373357,0.2
279,32,0.208814059,0.2
280,32,0.266681163,0.2
281,32,0.193459416,0.199991996
282,32,0.189055915,0.2
283,32,0.2,0.132291447
284,32,0.198262199,0.170972914
285,32,0.17239298,0.145098579
286,32,0.226038498,0.176705677
287,32,0.927178565,0.196493196
288,32,0.2,0.202079068
289,32,0.207784639,0.127619189
290,32,0.2,0.202216606
291,32,0.2,0.124007148
292,32,0.2,0.201287544
293,32,0.180017834,0.20333063
294,32,0.19369992,0.199597498
295,32,0.159579434,0.196833902
296,32,0.204354234,0.181890784
772,32,0.352308631,0.853900474
773,32,0.329042352,0.894472147
774,32,0.317682324,0.879860107
775,32,0.236018076,0.2
776,32,0.168228972,0.2
777,32,0.849315743,0.2
778,32,0.137669523,0.202432641
779,32,0.1787842,0.2
780,32,0.157972675,0.2
781,32,0.271795337,0.227119713
782,32,0.157257854,0.2
783,32,0.2,0.842209507
784,32,0.195788061,0.840659918
785,32,0.380222614,0.85524705
786,32,0.234811721,0.867161508
787,32,0.28930297,0.835792028
788,32,0.199201597,0.32105343
789,32,0.5,0.861593845
790,32,0.204049848,0.355550619
791,32,0.148784657,0.836228999
792,32,0.226186277,0.280476455
793,32,0.199810034,0.873608508
794,32,0.561158357,0.689401976
795,32,0.608778549,0.678070346
796,32,0.193213268,0.852066461
872,32,0.267745817,0.88841991
873,32,0.32354227,0.900705039
874,32,0.317776987,0.911984229
875,32,0.266799377,0.2
876,32,0.18737029,0.2
877,32,0.854433361,0.2
878,32,0.132628834,0.214385917
879,32,0.071428571,0.2
880,32,0.158250775,0.2
881,32,0.189239245,0.2592602
882,32,0.159663996,0.2
883,32,0.2,0.889212393
884,32,0.182776565,0.862720077
885,32,0.328243853,0.923342441
886,32,0.236556603,0.902065822
887,32,0.226029273,0.849965626
888,32,0.161821553,0.378219362
889,32,0.2,0.926168092
890,32,0.206682704,0.359788392
891,32,0.215718915,0.892886681
892,32,0.250140619,0.390309695
893,32,0.217341511,0.905209009
894,32,0.628434994,0.753996183
895,32,0.626171627,0.738446402
896,32,0.202078038,0.903441531
572,35,0.4554528,0.422439024
573,35,0.669243986,0.686829268
574,35,0.506973924,0.518292683
575,35,0.475995553,0.475609756
576,35,0.466899131,0.41195122
577,35,0.943551647,0.987804878
578,35,0.568602183,0.648536585
579,35,0.378588033,0.365365854
580,35,0.57787548,0.584878049
581,35,0.44410754,0.450487805
582,35,0.677632909,0.684878049
583,35,0.5,0.5
584,35,0.5,0.5
585,35,0.560061654,0.550243902
586,35,0.530018193,0.550243902
587,35,0.895386117,0.510731707
588,35,0.454846372,0.388780488
589,35,0.5,0.5
590,35,0.485673135,0.469512195
591,35,0.49754902,0.5
592,35,0.59927734,0.520731707
593,35,0.49310188,0.565121951
594,35,0.711845563,0.713902439
595,35,0.693930665,0.747804878
596,35,0.504901961,0.512195122
947,35,0.443122094,0.442926829
948,35,0.554856479,0.603658537
949,35,0.514200526,0.518292683
950,35,0.63844249,0.650731707
951,35,0.564028704,0.639756098
952,35,0.608247423,0.66
953,35,0.487795634,0.472682927
954,35,0.536234081,0.598536585
955,35,0.436665512,0.479756098
956,35,0.695017182,0.720731707
957,35,0.493405094,0.489512195
958,35,0.518167576,0.52
959,35,0.528704265,0.559756098
960,35,0.561173438,0.557317073
961,35,0.529083283,0.543658537
962,35,0.460935921,0.399756098
963,35,0.492369113,0.547560976
964,35,0.5,0.5
965,35,0.495350718,0.493902439
966,35,0.5,0.5
967,35,0.5,0.5
968,35,0.507731959,0.52
969,35,0.5,0.5
970,35,0.50257732,0.5
971,35,0.21722218,0.506097561
1572,35,0.663129169,0.754390244
1573,35,0.733828583,0.795365854
1574,35,0.779335961,0.85804878
1575,35,0.975237518,0.975609756
1576,35,0.980013139,0.981707317
1577,35,0.967758237,0.969512195
1578,35,0.97743582,0.981707317
1579,35,0.980139478,0.981707317
1580,35,0.957069941,0.955609756
1581,35,0.955124318,0.961707317
1582,35,0.6332,0.937317073
1583,35,0.5,0.5
1584,35,0.660400243,0.665853659
1585,35,0.700348696,0.737317073
1586,35,0.661941581,0.696097561
1587,35,0.25,0.546829268
1588,35,0.941858702,0.955609756
1589,35,0.499747322,0.506097561
1590,35,0.932812816,0.963414634
1591,35,0.559253083,0.594146341
1592,35,0.879244997,0.847804878
1593,35,0.611279563,0.583414634
1594,35,0.887734991,0.935609756
1595,35,0.927026481,0.955609756
1596,35,0.644986861,0.622439024
147,47,0.18621695,0.18621695
148,47,0.198287566,0.198287566
149,47,0.196665605,0.196665605
150,47,0.218427519,0.12695989
151,47,0.075954505,0.075954505
152,47,0.157023719,0.157023719
153,47,0.042592593,0.156904588
154,47,0.188011978,0.188011978
155,47,0.138926759,0.106116985
156,47,0.225157619,0.134447803
157,47,0.307924978,0.307924978
158,47,0.164898774,0.164898774
159,47,0.162498732,0.162498732
160,47,0.232656699,0.140288682
161,47,0.182632621,0.182632621
162,47,0.5,0.17658516
163,47,0.156510569,0.156510569
164,47,0.170712322,0.170712322
165,47,0.166136858,0.166136858
166,47,0.145882511,0.145882511
167,47,0.281996779,0.149152606
168,47,0.119875776,0.119875776
169,47,0.177856075,0.177856075
170,47,0.15092421,0.15092421
171,47,0.145331413,0.145331413
897,47,0.188530174,0.188530174
898,47,0.153341014,0.153341014
899,47,0.175579612,0.175579612
900,47,0.228318426,0.228318426
901,47,0.090711528,0.090711528
902,47,0.188587833,0.188587833
903,47,0.138262386,0.201507684
904,47,0.071428571,0.201555966
905,47,0.131294489,0.131294489
906,47,0.110465678,0.110465678
907,47,0.29677177,0.29677177
908,47,0.171011949,0.171011949
909,47,0.134697737,0.134697737
910,47,0.160107473,0.160107473
911,47,0.161100672,0.161100672
912,47,0.223618409,0.225286966
913,47,0.211812872,0.211812872
914,47,0.2,0.179796392
915,47,0.175772489,0.175772489
916,47,0.152687513,0.152687513
917,47,0.107152564,0.107152564
918,47,0.100684791,0.100684791
919,47,0.058521406,0.058521406
920,47,0.19685389,0.19685389
921,47,0.13924485,0.13924485
1147,47,0.23299862,0.23299862
1148,47,0.212355737,0.212355737
1149,47,0.19865736,0.19865736
1150,47,0.220780689,0.220780689
1151,47,0.253430098,0.253430098
1152,47,0.206106474,0.206106474
1153,47,0.143974683,0.143974683
1154,47,0.143840185,0.143840185
1155,47,0.221431273,0.221431273
1156,47,0.106078393,0.106078393
1157,47,0.17603806,0.17603806
1158,47,0.166835816,0.166835816
1159,47,0.166999023,0.166999023
1160,47,0.233902742,0.233902742
1161,47,0.167029955,0.167029955
1162,47,0.549466337,0.189277651
1163,47,0.222433438,0.222433438
1164,47,0.164520483,0.164520483
1165,47,0.322511751,0.322511751
1166,47,0.166666667,0.166666667
1167,47,0.204252736,0.204252736
1168,47,0.49065185,0.105150037
1169,47,0.266362973,0.266362973
1170,47,0.265057801,0.265057801
1171,47,0.166871609,0.166871609
1247,47,0.759410782,0.759410782
1248,47,0.325866667,0.79214292
1249,47,0.787609232,0.787609232
1250,47,0.921266906,0.921266906
1251,47,0.927829745,0.927829745
1252,47,0.89705022,0.89705022
1253,47,0.924765213,0.924765213
1254,47,0.497772322,0.924779574
1255,47,0.923340641,0.923340641
1256,47,0.127466667,0.915783203
1257,47,0.920739182,0.920739182
1258,47,0.238325662,0.238325662
1259,47,0.539139716,0.539139716
1260,47,0.330733333,0.791529764
1261,47,0.782598203,0.782598203
1262,47,0.3436,0.572262967
1263,47,0.2492,0.918888928
1264,47,0.583280782,0.583280782
1265,47,0.91811476,0.91811476
1266,47,0.535491168,0.535491168
1267,47,0.903237577,0.903237577
1268,47,0.667283508,0.667283508
1269,47,0.886396029,0.886396029
1270,47,0.8867093,0.8867093
1271,47,0.628559431,0.628559431
1447,47,0.252272727,0.742058117
1448,47,0.798913128,0.798913128
1449,47,0.260061783,0.782316019
1450,47,0.9238678,0.9238678
1451,47,0.93104723,0.93104723
1452,47,0.907210613,0.907210613
1453,47,0.924842827,0.924842827
1454,47,0.927948794,0.927948794
1455,47,0.279223232,0.925213791
1456,47,0.915233212,0.915233212
1457,47,0.157860693,0.921393157
1458,47,0.25,0.193764257
1459,47,0.546358364,0.546358364
1460,47,0.80043098,0.80043098
1461,47,0.121894437,0.783090104
1462,47,0.572262967,0.562785202
1463,47,0.913451183,0.913451183
1464,47,0.494752478,0.494752478
1465,47,0.922084452,0.922084452
1466,47,0.538597022,0.538597022
1467,47,0.914742197,0.914742197
1468,47,0.661409052,0.661409052
1469,47,0.878385308,0.878385308
1470,47,0.88841296,0.88841296
1471,47,0.621504698,0.621504698
1847,47,0.46545584,0.179751431
1848,47,0.203638113,0.203638113
1849,47,0.570919821,0.200825776
1850,47,0.182889735,0.182889735
1851,47,0.412749288,0.111151128
1852,47,0.501729752,0.23414392
1853,47,0.525539276,0.146028599
1854,47,0.555809931,0.229190341
1855,47,0.104168937,0.104168937
