dataset_id,model_id,F1_Score
0,307, 0.8034055727554179
0,309, 0.8
0,311, 1.0
0,313, 0.9951597289448209
0,339, 0.8034055727554179
0,341, 0.8
0,343, 1.0
0,345, 0.9951597289448209
29,308, 0.888888888888889
29,310, 0.888888888888889
29,311, 1.0
29,312, 1.0
29,313, 1.0
29,314, 1.0
29,315, 0.9333333333333333
29,316, 0.9333333333333333
29,317, 0.9333333333333333
29,318, 0.9333333333333333
29,324, 0.9333333333333333
29,326, 0.9333333333333333
29,327, 0.9333333333333333
29,328, 0.9333333333333333
29,329, 0.9333333333333333
29,330, 0.9333333333333333
29,331, 0.9333333333333333
29,332, 0.9333333333333333
29,333, 0.9333333333333333
29,334, 0.9333333333333333
29,335, 0.9333333333333333
29,336, 0.9333333333333333
29,337, 0.9333333333333333
29,338, 0.9333333333333333
29,351, 0.8571428571428571
29,352, 0.8571428571428571
29,353, 0.8571428571428571
29,354, 0.8571428571428571
14,311, 1.0
14,312, 0.9411764705882353
14,313, 0.9411764705882353
14,314, 0.8750000000000001
14,340, 0.823529411764706
14,343, 0.9411764705882353
14,344, 0.8750000000000001
14,345, 0.8750000000000001
14,346, 0.8
14,375, 0.8750000000000001
14,376, 0.8
14,377, 0.8750000000000001
14,378, 0.8
14,407, 0.8750000000000001
14,408, 0.8
14,409, 0.8750000000000001
14,410, 0.8
14,439, 0.8
14,441, 0.8
14,471, 0.8
14,473, 0.8
14,503, 0.8
14,505, 0.8
28,311, 1.0
28,312, 0.9411764705882353
28,313, 1.0
28,314, 0.9411764705882353
28,315, 0.8750000000000001
28,316, 0.8750000000000001
28,317, 0.8750000000000001
28,318, 0.8750000000000001
28,320, 0.823529411764706
28,322, 0.823529411764706
28,323, 0.823529411764706
28,324, 0.823529411764706
28,325, 0.823529411764706
28,326, 0.823529411764706
28,327, 0.8750000000000001
28,328, 0.8750000000000001
28,329, 0.8750000000000001
28,330, 0.8750000000000001
28,331, 0.8750000000000001
28,332, 0.8750000000000001
28,333, 0.8750000000000001
28,334, 0.8750000000000001
28,343, 0.8750000000000001
28,344, 0.8
28,345, 0.8750000000000001
28,346, 0.8
28,375, 0.8
28,377, 0.8
28,407, 0.8
28,409, 0.8
28,439, 0.8
28,441, 0.8
28,471, 0.8
28,473, 0.8
28,503, 0.8
28,505, 0.8
16,311, 1.0
16,312, 1.0
16,313, 1.0
16,314, 1.0
16,343, 0.9333333333333333
16,344, 0.9333333333333333
16,345, 0.9333333333333333
16,346, 0.9333333333333333
17,311, 1.0
17,312, 0.9565217391304348
17,313, 0.9090909090909091
17,314, 0.8571428571428571
17,351, 0.8571428571428571
17,352, 0.8
13,311, 1.0
13,312, 1.0
13,313, 1.0
13,314, 1.0
13,348, 0.8148148148148148
13,350, 0.8461538461538461
13,351, 0.9565217391304348
13,352, 0.9565217391304348
13,353, 0.9565217391304348
13,354, 0.9565217391304348
13,391, 0.8
13,392, 0.8
13,393, 0.8
13,394, 0.8
12,308, 0.8666666666666666
12,311, 1.0
12,312, 1.0
12,313, 0.9166666666666666
12,314, 0.9166666666666666
12,348, 0.8799999999999999
12,350, 0.8333333333333333
12,351, 0.9166666666666666
12,352, 0.9166666666666666
12,353, 0.8695652173913044
12,354, 0.8695652173913044
10,311, 1.0
10,312, 1.0
10,313, 1.0
10,314, 1.0
10,351, 0.9411764705882353
10,352, 0.9411764705882353
10,353, 0.9411764705882353
10,354, 0.9411764705882353
10,391, 0.8750000000000001
10,392, 0.8750000000000001
10,393, 0.8750000000000001
10,394, 0.8750000000000001
10,431, 0.8
10,432, 0.8
10,433, 0.8
10,434, 0.8
10,471, 0.8
10,472, 0.8
10,473, 0.8
10,474, 0.8
10,511, 0.8
10,512, 0.8
10,513, 0.8
10,514, 0.8
38,308, 0.8
38,311, 1.0
38,312, 1.0
38,313, 0.9473684210526316
38,314, 0.9473684210526316
38,351, 0.888888888888889
38,352, 0.888888888888889
38,353, 0.8235294117647058
38,354, 0.8235294117647058
38,391, 0.8235294117647058
38,392, 0.8235294117647058
38,431, 0.8235294117647058
38,432, 0.8235294117647058
11,311, 1.0
11,312, 1.0
11,313, 1.0
11,314, 1.0
11,315, 0.9411764705882353
11,316, 0.9411764705882353
11,317, 0.9411764705882353
11,318, 0.9411764705882353
11,320, 0.9411764705882353
11,322, 0.9411764705882353
11,323, 0.9411764705882353
11,324, 0.9411764705882353
11,325, 0.9411764705882353
11,326, 0.9411764705882353
11,327, 0.9411764705882353
11,328, 0.9411764705882353
11,329, 0.9411764705882353
11,330, 0.9411764705882353
11,331, 0.9411764705882353
11,332, 0.9411764705882353
11,333, 0.9411764705882353
11,334, 0.9411764705882353
11,343, 0.8
11,344, 0.8
11,345, 0.8
11,346, 0.8
8,291, 0.8333333333333333
8,293, 0.8333333333333333
8,295, 0.8333333333333333
8,297, 0.8333333333333333
8,299, 0.8333333333333333
8,301, 0.8333333333333333
8,311, 1.0
8,312, 1.0
8,313, 0.923076923076923
8,314, 0.923076923076923
8,315, 0.8333333333333333
8,316, 0.8333333333333333
8,317, 0.8333333333333333
8,318, 0.8333333333333333
8,320, 0.8333333333333333
