dataset_id,model_id,F1_Score
43,566, 0.9090909090909091
34,344, 0.9333333333333333
67,427, 0.9333333333333333
155,678, 0.9090909090909091
206,476, 0.9090909090909091
130,625, 0.9090909090909091
213,373, 0.9333333333333333
153,500, 1.0
62,343, 1.0
232,510, 0.9090909090909091
68,457, 1.0
189,400, 0.923076923076923
118,346, 0.9090909090909091
166,428, 0.9090909090909091
100,458, 0.923076923076923
133,484, 1.0
112,455, 0.923076923076923
194,672, 0.9090909090909091
219,493, 1.0
96,518, 1.0
140,503, 0.923076923076923
177,597, 0.923076923076923
194,652, 0.9090909090909091
194,618, 0.9090909090909091
77,542, 0.9090909090909091
67,425, 0.9333333333333333
160,334, 0.9090909090909091
211,318, 0.923076923076923
155,668, 0.9090909090909091
203,343, 1.0
212,402, 0.9090909090909091
25,314, 0.9565217391304348
179,415, 1.0
232,513, 0.9090909090909091
164,496, 1.0
157,316, 0.9
95,446, 0.9090909090909091
223,317, 0.9523809523809523
95,427, 1.0
230,480, 1.0
43,572, 0.9090909090909091
199,430, 0.923076923076923
202,506, 1.0
150,514, 1.0
163,428, 1.0
97,331, 1.0
215,417, 1.0
167,598, 0.9090909090909091
118,317, 0.9090909090909091
183,526, 1.0
159,446, 0.9090909090909091
182,424, 0.9090909090909091
194,569, 0.9090909090909091
38,312, 1.0
227,512, 0.923076923076923
181,670, 0.9090909090909091
49,482, 0.923076923076923
190,485, 1.0
153,400, 1.0
94,508, 0.9090909090909091
48,357, 1.0
98,347, 0.9523809523809523
258,307, 0.9626696832579186
97,315, 1.0
45,680, 0.9090909090909091
145,373, 0.9090909090909091
123,379, 0.9
162,672, 0.9090909090909091
67,430, 0.9333333333333333
148,492, 1.0
152,511, 1.0
227,516, 1.0
206,475, 0.9090909090909091
123,355, 1.0
206,318, 0.9090909090909091
43,496, 1.0
102,495, 1.0
68,356, 1.0
132,508, 0.923076923076923
121,524, 1.0
43,404, 0.9090909090909091
50,502, 0.923076923076923
159,301, 0.9090909090909091
202,474, 0.923076923076923
155,450, 1.0
100,372, 1.0
214,475, 1.0
109,577, 1.0
45,343, 1.0
155,568, 0.9090909090909091
162,510, 1.0
123,331, 1.0
65,455, 0.9333333333333333
109,317, 1.0
181,680, 0.9090909090909091
41,340, 0.9090909090909091
1,311, 1.0
76,525, 1.0
60,317, 1.0
159,443, 1.0
118,539, 0.9090909090909091
104,650, 0.9090909090909091
187,381, 1.0
102,337, 1.0
181,567, 0.9090909090909091
139,330, 1.0
142,508, 0.923076923076923
187,427, 1.0
140,318, 1.0
221,562, 0.9090909090909091
219,347, 1.0
49,399, 1.0
220,595, 0.9090909090909091
123,393, 0.9
83,654, 0.9090909090909091
197,344, 1.0
147,317, 1.0
139,488, 0.923076923076923
158,318, 1.0
12,314, 0.9166666666666666
67,391, 0.9333333333333333
190,513, 1.0
121,315, 1.0
182,318, 1.0
95,345, 1.0
151,366, 1.0
206,357, 0.9090909090909091
152,427, 1.0
31,345, 0.9333333333333333
232,428, 1.0
260,337, 0.9075175770686857
67,417, 0.9333333333333333
208,483, 0.923076923076923
227,476, 1.0
54,318, 1.0
134,456, 0.9090909090909091
96,476, 1.0
125,511, 0.923076923076923
208,371, 0.923076923076923
96,378, 1.0
207,315, 1.0
102,417, 1.0
225,427, 1.0
198,334, 0.9411764705882353
225,343, 1.0
153,342, 0.9090909090909091
264,305, 0.9216867469879518
85,364, 0.9333333333333333
51,513, 0.923076923076923
214,366, 1.0
190,446, 0.923076923076923
123,360, 0.9523809523809523
81,512, 0.923076923076923
102,457, 1.0
148,411, 1.0
179,477, 1.0
169,429, 1.0
14,312, 0.9411764705882353
176,316, 0.9090909090909091
101,484, 0.9090909090909091
148,446, 1.0
194,484, 1.0
49,680, 0.9090909090909091
80,502, 0.9090909090909091
151,315, 1.0
231,394, 0.9333333333333333
123,357, 1.0
99,379, 1.0
67,316, 1.0
46,317, 1.0
130,564, 0.9090909090909091
181,568, 0.9090909090909091
214,348, 1.0
163,317, 0.9090909090909091
265,309, 0.967479674796748
184,424, 0.923076923076923
86,318, 1.0
150,457, 1.0
80,596, 0.9090909090909091
63,346, 0.9090909090909091
13,353, 0.9565217391304348
232,483, 1.0
176,318, 0.9090909090909091
77,511, 1.0
78,317, 1.0
173,331, 1.0
81,368, 0.9333333333333333
218,317, 1.0
233,483, 0.9090909090909091
194,455, 1.0
130,345, 1.0
167,374, 1.0
205,366, 1.0
203,428, 1.0
197,568, 0.9090909090909091
190,457, 1.0
67,411, 0.9333333333333333
264,307, 0.9674027339642481
227,312, 0.923076923076923
158,536, 0.9090909090909091
193,511, 1.0
202,616, 0.9090909090909091
158,355, 0.9090909090909091
7,314, 0.9473684210526316
159,477, 0.9090909090909091
212,556, 0.9090909090909091
11,317, 0.9411764705882353
150,446, 0.923076923076923
166,343, 1.0
203,486, 1.0
132,455, 1.0
151,350, 1.0
223,316, 0.9523809523809523
130,372, 1.0
86,577, 1.0
254,343, 1.0
51,317, 0.923076923076923
84,619, 0.9090909090909091
140,456, 1.0
129,651, 0.9090909090909091
139,555, 0.923076923076923
182,502, 1.0
184,485, 0.9090909090909091
108,596, 0.9090909090909091
29,318, 0.9333333333333333
57,356, 1.0
181,624, 0.9090909090909091
139,494, 0.923076923076923
130,620, 0.9090909090909091
43,448, 0.9090909090909091
194,654, 0.9090909090909091
219,364, 1.0
155,456, 1.0
141,373, 0.9411764705882353
77,374, 0.9090909090909091
63,345, 1.0
212,452, 0.923076923076923
155,650, 0.9090909090909091
209,347, 1.0
169,512, 1.0
64,349, 0.923076923076923
180,458, 0.9090909090909091
76,484, 0.9090909090909091
256,313, 0.9982905982905983
204,401, 1.0
181,539, 0.9090909090909091
155,556, 0.9090909090909091
44,426, 0.9090909090909091
201,348, 0.9333333333333333
264,345, 0.9989118607181718
64,461, 0.923076923076923
104,540, 0.9090909090909091
102,335, 1.0
152,538, 0.9090909090909091
175,526, 1.0
252,309, 0.9102473498233214
207,458, 0.9090909090909091
203,429, 1.0
183,363, 1.0
156,459, 1.0
95,514, 0.9090909090909091
202,457, 1.0
158,517, 0.9090909090909091
147,375, 1.0
95,343, 1.0
76,490, 0.9090909090909091
205,358, 1.0
96,418, 1.0
205,508, 1.0
80,371, 1.0
149,365, 0.9523809523809523
147,472, 0.9090909090909091
43,524, 0.9090909090909091
99,476, 1.0
43,435, 1.0
86,455, 1.0
170,359, 0.9090909090909091
172,383, 0.9473684210526316
130,340, 0.923076923076923
52,350, 0.9473684210526316
182,374, 1.0
221,513, 0.9090909090909091
263,339, 0.9137590520078999
179,535, 1.0
29,314, 1.0
85,385, 0.9411764705882353
83,651, 0.9090909090909091
44,510, 0.9090909090909091
68,458, 1.0
152,508, 1.0
50,428, 1.0
20,345, 0.9411764705882353
175,366, 1.0
180,398, 0.923076923076923
194,596, 0.9090909090909091
179,357, 1.0
184,396, 0.923076923076923
150,569, 0.9090909090909091
152,597, 0.9090909090909091
176,374, 0.9090909090909091
76,512, 0.9090909090909091
212,400, 1.0
82,504, 0.9090909090909091
199,502, 0.923076923076923
162,595, 0.9090909090909091
147,564, 0.9090909090909091
104,450, 0.923076923076923
77,345, 0.9090909090909091
260,307, 0.9718552556002298
50,513, 1.0
0,345, 0.9951597289448209
85,333, 1.0
231,372, 0.9333333333333333
140,444, 1.0
129,427, 1.0
184,598, 0.9090909090909091
130,317, 1.0
252,343, 1.0
151,297, 1.0
86,412, 0.9090909090909091
57,516, 1.0
251,311, 1.0
42,348, 0.9411764705882353
251,343, 1.0
202,595, 0.9090909090909091
133,429, 1.0
50,485, 1.0
155,597, 0.9090909090909091
76,506, 0.9090909090909091
83,343, 1.0
104,370, 0.923076923076923
140,314, 0.923076923076923
218,318, 1.0
147,475, 1.0
215,438, 1.0
197,541, 0.9090909090909091
83,598, 0.9090909090909091
198,347, 0.9411764705882353
179,576, 1.0
159,427, 1.0
193,343, 1.0
181,679, 0.9090909090909091
65,345, 1.0
181,676, 0.9090909090909091
199,400, 1.0
194,567, 0.9090909090909091
232,480, 0.923076923076923
144,523, 1.0
167,681, 0.9090909090909091
203,455, 1.0
77,570, 0.9090909090909091
213,396, 0.9333333333333333
151,331, 1.0
167,506, 1.0
213,315, 1.0
202,482, 1.0
48,535, 1.0
230,509, 1.0
4,312, 1.0
155,622, 0.9090909090909091
119,346, 0.923076923076923
230,494, 1.0
227,437, 1.0
130,567, 0.9090909090909091
50,317, 1.0
36,320, 0.9333333333333333
209,412, 1.0
268,343, 1.0
177,506, 0.923076923076923
184,315, 1.0
121,379, 1.0
147,558, 1.0
189,343, 1.0
67,354, 0.9411764705882353
99,519, 0.9090909090909091
191,571, 0.9333333333333333
102,317, 1.0
44,377, 0.923076923076923
66,372, 0.9090909090909091
110,352, 0.9473684210526316
211,415, 0.923076923076923
159,348, 0.9090909090909091
74,483, 1.0
86,576, 1.0
142,342, 0.9333333333333333
150,315, 1.0
49,651, 0.9090909090909091
123,315, 1.0
77,620, 0.9090909090909091
77,612, 0.9090909090909091
215,578, 1.0
189,317, 0.923076923076923
41,428, 1.0
152,315, 1.0
215,336, 1.0
67,385, 0.9333333333333333
228,349, 0.9
142,344, 1.0
104,614, 0.9090909090909091
163,396, 0.923076923076923
181,472, 0.923076923076923
232,564, 0.9090909090909091
191,355, 0.9333333333333333
101,512, 0.9090909090909091
185,459, 1.0
213,485, 0.9333333333333333
108,626, 0.9090909090909091
83,401, 1.0
72,411, 1.0
129,513, 0.9090909090909091
42,347, 1.0
226,679, 0.9090909090909091
152,485, 1.0
180,484, 0.9090909090909091
199,316, 1.0
199,318, 1.0
220,541, 0.9090909090909091
63,374, 0.9090909090909091
95,402, 0.9090909090909091
196,334, 1.0
140,428, 1.0
179,315, 1.0
43,450, 0.9090909090909091
177,681, 0.923076923076923
48,475, 1.0
86,417, 1.0
44,441, 0.923076923076923
82,345, 1.0
226,344, 0.9090909090909091
181,392, 0.923076923076923
84,424, 0.923076923076923
48,417, 1.0
194,340, 0.923076923076923
148,476, 1.0
177,483, 1.0
54,356, 1.0
232,454, 0.9090909090909091
180,456, 0.9090909090909091
95,511, 1.0
213,316, 0.9333333333333333
179,537, 1.0
66,343, 1.0
145,318, 1.0
194,680, 0.9090909090909091
43,475, 1.0
211,316, 0.923076923076923
49,458, 1.0
41,500, 0.9090909090909091
219,381, 1.0
67,396, 0.9333333333333333
225,371, 1.0
68,515, 1.0
159,507, 0.9090909090909091
177,372, 0.923076923076923
63,316, 0.9090909090909091
230,379, 1.0
97,318, 0.9090909090909091
124,374, 1.0
20,313, 0.9411764705882353
215,498, 1.0
112,346, 0.923076923076923
166,317, 0.9090909090909091
68,335, 1.0
121,380, 1.0
49,428, 1.0
81,340, 1.0
80,427, 1.0
149,358, 0.9
220,511, 1.0
102,497, 1.0
205,445, 1.0
206,537, 0.9090909090909091
127,318, 0.9411764705882353
96,552, 1.0
212,485, 0.9090909090909091
81,400, 1.0
83,514, 1.0
199,394, 0.9333333333333333
68,570, 0.9090909090909091
80,402, 0.9090909090909091
182,457, 1.0
80,510, 0.9090909090909091
125,368, 0.9333333333333333
108,484, 1.0
101,455, 1.0
199,429, 0.923076923076923
149,360, 0.9
218,379, 1.0
202,318, 1.0
144,412, 1.0
63,456, 0.9090909090909091
124,402, 1.0
173,363, 0.9473684210526316
288,345, 0.9973661106233538
220,345, 1.0
148,493, 1.0
87,654, 0.9090909090909091
177,344, 0.923076923076923
202,623, 0.9090909090909091
199,483, 0.923076923076923
41,508, 0.9090909090909091
99,459, 1.0
194,486, 1.0
200,315, 1.0
155,594, 0.9090909090909091
150,504, 0.923076923076923
50,400, 1.0
230,476, 1.0
135,351, 0.9523809523809523
45,448, 0.923076923076923
175,365, 1.0
151,428, 1.0
109,455, 1.0
52,318, 0.9473684210526316
163,455, 1.0
96,450, 0.923076923076923
56,354, 0.9333333333333333
200,555, 1.0
124,429, 0.923076923076923
140,460, 1.0
169,654, 0.9090909090909091
252,349, 0.9033898305084745
62,315, 1.0
66,427, 0.9090909090909091
194,679, 0.9090909090909091
45,595, 0.9090909090909091
228,347, 0.9
84,396, 0.923076923076923
191,553, 0.9333333333333333
194,511, 1.0
29,315, 0.9333333333333333
60,558, 0.9090909090909091
182,430, 1.0
167,654, 0.9090909090909091
193,456, 1.0
87,510, 0.923076923076923
206,437, 0.9090909090909091
41,444, 0.9090909090909091
194,346, 1.0
80,560, 0.9090909090909091
239,345, 0.9931506849315068
233,457, 0.9090909090909091
156,340, 1.0
181,642, 0.9090909090909091
87,317, 1.0
203,373, 1.0
92,485, 0.923076923076923
121,526, 1.0
156,474, 0.9090909090909091
163,424, 1.0
220,456, 0.9090909090909091
64,297, 0.923076923076923
105,315, 1.0
45,401, 1.0
99,364, 1.0
