dataset_id,model_id,balance_accuracy
69,1358, 0.5
34,928, 0.554937868
52,509, 0.333333333
22,653, 0.480607229
70,1005, 0.19673218
23,246, 0.479599105
5,845, 0.242577774
56,1812, 0.372
36,1013, 0.413259063
8,872, 0.091269841
56,1360, 0.5
68,701, 0.340152434
65,1139, 0.5
69,1350, 0.374532055
37,1833, 0.25
38,1485, 0.263333333
66,1335, 0.231668323
33,170, 0.375256126
3,1455, 0.132061722
33,1860, 0.136868337
13,944, 0.511247289
9,1032, 0.557838969
16,515, 0.333333333
11,245, 0.497475124
39,696, 0.115851608
2,283, 0.2
23,233, 0.449866287
9,247, 0.497782154
46,734, 0.630722279
38,380, 0.5
28,128, 0.138867884
57,1502, 0.907900211
52,476, 0.367829687
18,1767, 0.5
51,1806, 0.3592
64,1093, 0.286466667
21,616, 0.397195024
53,1407, 0.246244265
27,1272, 0.502173913
14,1798, 0.522
3,1458, 0.141065301
22,647, 0.492279977
2,131, 0.225157619
8,277, 0.48064256
33,919, 0.362976952
37,1433, 0.25
53,1566, 0.5
56,382, 0.469
27,1278, 0.5
38,248, 0.5
7,1037, 0.423
33,158, 0.16464389
59,1686, 0.071377587
69,115, 0.509991029
51,309, 0.4532
68,703, 0.324240287
34,1274, 0.500981033
9,1810, 0.509621607
49,1318, 0.236263132
20,1581, 0.955124318
55,1852, 0.23414392
14,1032, 0.472
19,563, 0.882309823
38,103, 0.5
34,181, 0.4793983
55,1257, 0.920739182
21,488, 0.333333333
37,1824, 0.180833955
18,645, 0.525063377
71,914, 0.159548103
16,1384, 0.331987175
27,1288, 0.5
7,271, 0.5
0,1782, 0.538843656
51,315, 0.4002
2,886, 0.234141263
54,1445, 0.257203842
12,1479, 0.4775
25,707, 0.311333333
41,1745, 0.2
59,1404, 0.229478944
66,1103, 0.224274001
34,752, 0.413342054
58,1532, 0.471428571
48,939, 0.5
23,532, 0.360602361
56,1472, 0.544
22,1762, 0.503586112
9,321, 0.503399095
14,112, 0.56
3,1248, 0.142790155
52,603, 0.385570668
11,643, 0.496699834
13,752, 0.202520607
51,1042, 0.496
9,377, 0.442902891
71,897, 0.166250654
60,960, 0.561173438
66,1744, 0.188014819
60,952, 0.608247423
30,859, 0.249324685
55,1260, 0.791529764
71,170, 0.18927136
5,862, 0.243242501
38,1355, 0.47
3,1858, 0.143064375
12,107, 0.9895
69,378, 0.566163362
51,1488, 0.4964
11,647, 0.448644279
33,1466, 0.149118635
11,644, 0.498345771
7,1631, 0.507
39,1067, 0.153148528
51,1815, 0.5406
57,1648, 0.111185335
63,1060, 0.103154021
51,1489, 0.5
50,1343, 0.2
40,1416, 0.125
21,498, 0.333333333
71,1153, 0.181411811
46,726, 0.684638861
37,1014, 0.25
65,1712, 0.606400269
6,237, 0.927178565
65,550, 0.503974366
27,468, 0.463043478
51,1022, 0.4802
55,170, 0.15092421
45,1120, 0.148487912
28,889, 0.2
37,992, 0.250626959
16,1396, 0.391094066
56,1644, 0.6075
56,103, 0.512
30,809, 0.234552921
69,427, 0.513736482
50,1206, 0.215
37,1444, 0.290552909
19,1706, 0.480476564
4,185, 0.50172045
9,1803, 0.486285933
55,1462, 0.562785202
7,375, 0.9925
38,443, 0.5
38,264, 0.5
66,1201, 0.217049747
58,1526, 0.592857143
25,1796, 0.306466667
49,83, 0.440277778
58,1181, 0.878571429
71,1154, 0.143557493
34,753, 0.511445389
24,1050, 0.107137884
68,1319, 0.298463884
64,1675, 0.322466667
54,991, 0.25
71,1454, 0.274929193
48,458, 0.5
23,531, 0.553673179
39,1510, 0.159357874
59,1561, 0.514604162
12,1027, 0.4295
26,1227, 0.712129478
71,1250, 0.196562964
0,1318, 0.300939905
33,168, 0.192850931
43,1856, 0.189565402
37,1427, 0.715837311
51,304, 0.5744
19,1146, 0.487395152
23,371, 0.487332112
3,1163, 0.142727277
50,1201, 0.195
38,265, 0.5
71,1255, 0.178863933
13,1282, 0.656650759
7,252, 0.454
25,84, 0.461
53,1675, 0.48729558
68,82, 0.387437667
25,1301, 0.3488
38,431, 0.47
46,327, 0.920651068
63,1659, 0.875924885
28,785, 0.380222614
41,1204, 0.219
12,300, 0.504
24,1065, 0.103180921
33,155, 0.3731372
55,1264, 0.583280782
18,639, 0.562421835
22,357, 0.434106842
40,1681, 0.111625221
40,1095, 0.125
56,317, 0.5
69,376, 0.50948949
49,721, 0.298611111
27,1285, 0.486956522
9,1820, 0.471981764
5,860, 0.257806563
19,1125, 0.461035284
26,739, 0.844312602
12,1364, 0.4985
21,1392, 0.418684919
43,1459, 0.181383145
13,192, 0.5
51,1645, 0.943
14,430, 0.51
44,1616, 0.5
51,1624, 0.5672
41,1107, 0.218275248
30,842, 0.24773666
14,380, 0.991
69,257, 0.579549713
52,616, 0.397200867
70,1825, 0.200381952
33,1857, 0.147849251
59,1078, 0.124197002
60,1582, 0.960026279
21,602, 0.907440292
9,1356, 0.540052927
25,712, 0.333133333
45,1330, 0.151370403
29,800, 0.360781353
14,1627, 0.7085
30,826, 0.243681533
46,739, 0.671922686
38,435, 0.361666667
56,1637, 0.397
18,542, 0.5
43,1163, 0.205666543
48,1273, 0.9082098
49,718, 0.326388889
0,1784, 0.487315446
14,1370, 0.9495
7,1035, 0.4855
29,210, 0.25997813
49,1301, 0.861002781
6,230, 0.997759392
33,153, 0.385135862
11,355, 0.499991708
9,1478, 0.475447332
66,1208, 0.250578192
69,387, 0.555017847
51,101, 0.991
8,273, 0.045424837
51,1816, 0.5262
4,940, 0.498809524
69,1043, 0.459027129
14,383, 0.53
34,929, 0.5029431
9,1494, 0.466205539
5,201, 0.31652485
0,717, 0.506970781
39,685, 0.119396233
18,235, 0.437438736
12,100, 0.989
2,791, 0.144281211
38,389, 0.206666667
55,1857, 0.148952512
6,364, 0.501972943
3,1870, 0.144217725
4,930, 0.479494559
19,1721, 0.5130906
18,540, 0.503819503
50,1332, 0.212
27,464, 0.532608696
25,83, 0.4094
33,160, 0.27098956
4,1272, 0.519795402
0,711, 0.316587348
6,527, 0.502224313
38,105, 0.506666667
64,1410, 0.3414
0,1297, 0.230339497
48,457, 0.51568656
42,1701, 0.614812377
43,1151, 0.165916418
7,263, 0.5
9,320, 0.625721375
49,1787, 0.333333333
4,462, 0.406987167
71,1466, 0.17346143
69,381, 0.480362395
13,771, 0.512
38,1353, 0.5
70,984, 0.154793736
53,1549, 0.554440816
40,1550, 0.134755983
20,1578, 0.97743582
38,1348, 0.501666667
31,826, 0.284971429
6,663, 0.421288104
53,1560, 0.562542364
43,1270, 0.195466897
51,1355, 0.457
42,553, 0.608887426
59,1076, 0.460742327
23,368, 0.5
12,1025, 0.3805
22,544, 0.726573089
38,118, 0.59
66,1746, 0.209896923
28,293, 0.180017834
56,314, 0.4145
45,1104, 0.226317579
56,1365, 0.4545
29,828, 0.260564818
66,1217, 0.25
48,748, 0.5
42,555, 0.56998025
69,1638, 0.419146287
43,1449, 0.151740971
54,1830, 0.26797448
27,415, 0.5
20,967, 0.5
56,443, 0.478
16,474, 0.333333333
24,1053, 0.106511554
65,569, 0.486993854
53,1556, 0.554480292
12,1808, 0.5195
14,433, 0.5
53,1558, 0.5
51,1634, 0.5308
22,1768, 0.5
12,1473, 0.474
43,1447, 0.153733814
49,93, 0.505555556
26,335, 0.520185488
50,1344, 0.28
33,157, 0.394637814
69,113, 0.501105278
7,424, 0.548
59,1685, 0.214846538
53,1681, 0.405765036
38,119, 0.478333333
12,372, 0.776
51,1361, 0.5156
54,993, 0.25
14,264, 0.5
69,372, 0.50507595
63,1064, 0.097790694
50,1205, 0.235
70,1826, 0.276005871
38,317, 0.5
50,1725, 0.176
38,1641, 0.5
46,1231, 0.733468973
54,1835, 0.267526884
66,1213, 0.25
26,334, 0.50534188
8,295, 0.168160598
56,250, 0.496
66,1099, 0.259026183
56,253, 0.7045
55,1469, 0.878385308
22,635, 0.94039995
50,1735, 0.188
43,1867, 0.168098938
18,1770, 0.499869021
55,1447, 0.742058117
5,834, 0.224361029
33,906, 0.374175838
42,1700, 0.569091508
12,301, 0.523
71,910, 0.165274606
55,1460, 0.80043098
13,404, 0.991407809
11,532, 0.427462687
34,184, 0.480052322
12,298, 0.518
56,298, 0.46
51,1808, 0.5224
57,695, 0.092210727
39,674, 0.114693881
14,427, 0.507
37,990, 0.25
6,626, 0.466157608
50,1104, 0.2
14,307, 0.4265
21,484, 0.294863101
19,1708, 0.5
71,908, 0.166666667
49,96, 0.501388889
53,1076, 0.264208684
2,272, 0.210262112
50,1217, 0.25
23,349, 0.498321123
68,705, 0.38585517
30,209, 0.257735846
55,1461, 0.783090104
69,1028, 0.422274752
16,608, 0.353968696
22,625, 0.983156098
27,758, 0.656521739
40,1561, 0.118497923
14,1639, 0.47
53,1409, 0.333837427
51,253, 0.4504
59,1674, 0.468950749
9,386, 0.536795975
48,399, 0.5
21,1389, 0.334906694
48,1276, 0.994419378
14,99, 0.7025
48,453, 0.500932633
22,648, 0.468828593
14,425, 0.289
13,470, 0.5
49,1306, 0.869755781
21,1395, 0.449055245
56,1646, 0.492
6,632, 0.505563951
44,1533, 0.5
8,124, 0.135858586
4,939, 0.5
12,1043, 0.4185
51,264, 0.5
25,1300, 0.343666667
42,1129, 0.5
50,1118, 0.204
71,1459, 0.181383145
12,387, 0.6125
6,1748, 0.501423428
28,875, 0.266799377
11,1764, 0.5
44,1620, 0.505031594
52,497, 0.333333333
27,193, 0.541304348
58,1619, 0.778571429
48,417, 0.5
69,1026, 0.430579476
11,223, 0.505779436
9,252, 0.483927407
69,1034, 0.471082983
13,469, 0.5
14,315, 0.4075
52,597, 0.333333333
9,256, 0.47830503
13,750, 0.34978308
38,102, 0.338333333
7,1474, 0.496
14,1356, 0.49
22,363, 0.505566003
52,506, 0.333333333
69,303, 0.425204495
69,1360, 0.475365934
16,1395, 0.46649563
50,1325, 0.168
7,1031, 0.484
56,1488, 0.5
22,624, 0.957425511
52,598, 0.355410999
12,1472, 0.4985
70,1424, 0.260061783
6,636, 0.436252954
13,933, 0.5
8,894, 0.096608947
53,1691, 0.333333333
0,1786, 0.481405291
27,751, 0.5
5,851, 0.295942982
23,643, 0.502340252
19,1145, 0.49164888
53,1552, 0.498415186
36,994, 0.455207339
5,852, 0.243566596
6,639, 0.287149741
18,528, 0.495145344
16,501, 0.333333333
6,371, 0.457516857
38,271, 0.5
2,282, 0.185401148
38,306, 0.85
2,783, 0.2
64,1085, 0.3316
20,573, 0.669243986
6,242, 0.997773575
56,1631, 0.546
5,809, 0.218443071
25,1320, 0.352666667
26,737, 0.792666849
18,1747, 0.518032787
23,241, 0.490486365
53,1557, 0.532594909
