dataset_id,model_id,balance_accuracy
22,1748, 0.498132586
42,1130, 0.562936142
12,425, 0.289
23,359, 0.5
14,106, 0.9895
11,234, 0.590800166
12,115, 0.98
38,396, 0.205
25,1789, 0.333333333
16,1388, 0.400919336
7,375, 0.9925
27,925, 0.5
3,1459, 0.150932402
50,1727, 0.304
24,1655, 0.089610704
12,1365, 0.248
57,682, 0.171315408
46,325, 0.498982706
63,676, 0.1
21,1396, 0.323856486
38,378, 0.49
18,233, 0.508936948
33,1164, 0.146392414
51,396, 0.675
33,1452, 0.147969849
53,1086, 0.298128844
33,1859, 0.126473064
9,1042, 0.5
39,674, 0.114693881
7,1797, 0.452
43,1866, 0.166666667
66,1733, 0.2
6,524, 0.5260837
50,1097, 0.264
12,305, 0.625
34,190, 0.5
48,404, 0.5743034
4,771, 0.581667925
70,990, 0.25
45,1738, 0.263953488
9,121, 0.506911696
68,1775, 0.345519024
43,1259, 0.201539709
14,1485, 0.516
38,1366, 0.788333333
9,113, 0.52583279
27,464, 0.532608696
58,1523, 0.5
26,343, 0.488338789
54,1841, 0.25
43,1867, 0.168098938
71,1271, 0.152828331
69,116, 0.52514696
13,457, 0.498830803
64,1560, 0.5162
29,840, 0.295411025
46,340, 0.508138352
52,517, 0.333333333
19,1123, 0.485728119
65,556, 0.522182593
43,1450, 0.227001068
25,1787, 0.334266667
46,1242, 0.501525941
40,1673, 0.129858692
27,398, 0.517391304
36,1840, 0.328561892
16,497, 0.333333333
22,1752, 0.429240648
13,946, 0.5
21,618, 0.44309692
42,1135, 0.5
9,1474, 0.599609734
48,409, 0.5
56,1807, 0.612
30,200, 0.216532559
53,1685, 0.280369244
43,917, 0.17592498
27,924, 0.52173913
24,1667, 0.104351132
37,1007, 0.286131041
43,1269, 0.17905558
30,845, 0.589894102
7,117, 0.977
50,1732, 0.204
41,1346, 0.2656
38,97, 0.608333333
3,914, 0.19103513
0,94, 0.996644978
11,1762, 0.5
43,1270, 0.195466897
16,478, 0.336964652
38,1624, 0.825
38,1473, 0.62
33,913, 0.392439313
66,1221, 0.236578426
4,420, 0.470880512
40,1692, 0.125
54,1015, 0.25
9,1039, 0.531181123
6,1771, 0.492925411
37,979, 0.249661205
13,460, 0.5
50,1111, 0.204
28,128, 0.138867884
6,228, 0.999718151
7,1810, 0.5055
40,1548, 0.070326946
53,1409, 0.333837427
7,1476, 0.4815
51,441, 0.5
7,446, 0.5085
25,1308, 0.333333333
24,1053, 0.106511554
9,321, 0.503399095
29,853, 0.208789823
43,1249, 0.179354007
9,1629, 0.510310373
12,314, 0.5855
14,105, 0.99
56,1641, 0.5
70,999, 0.204540596
39,1503, 0.125
11,366, 0.5
56,1353, 0.543
9,1634, 0.515689017
11,533, 0.5
14,1473, 0.474
5,845, 0.242577774
36,1435, 0.25
58,1175, 0.942857143
23,360, 0.484381359
70,1019, 0.21615523
25,719, 0.855666667
59,1562, 0.412422204
70,1838, 0.177877398
51,268, 0.492
69,446, 0.56910446
38,1480, 0.993333333
3,1267, 0.126997447
24,1510, 0.094723908
21,488, 0.333333333
24,682, 0.789266517
41,1111, 0.398
23,234, 0.49989825
34,764, 0.493459778
12,1479, 0.4775
7,1043, 0.4385
57,672, 0.090084672
2,293, 0.179927825
4,1295, 0.506438322
9,389, 0.581485267
71,1258, 0.201374803
18,354, 0.517069461
56,1819, 0.7195
25,1774, 0.333333333
12,266, 0.5055
14,120, 0.964
33,1453, 0.132193292
68,714, 0.333333333
12,1627, 0.7085
71,1151, 0.165916418
37,1009, 0.249373041
53,1689, 0.33437768
43,1148, 0.164341737
60,573, 0.669243986
52,1393, 0.655430712
29,838, 0.254155125
9,298, 0.541434639
70,1424, 0.260061783
38,438, 0.086666667
30,807, 0.251954607
41,1727, 0.207582178
39,1516, 0.146585877
18,656, 0.543776407
48,464, 0.5
14,1026, 0.4245
12,117, 0.9755
37,977, 0.192029258
7,436, 0.5335
3,1868, 0.142857143
9,1492, 0.5
29,834, 0.307634301
20,585, 0.560061654
14,1352, 0.504
69,321, 0.500955762
29,215, 0.279360863
68,1789, 0.320068395
20,1572, 0.663129169
34,468, 0.500327011
69,1798, 0.652057066
7,1807, 0.45
36,1824, 0.301204244
29,219, 0.235067304
31,825, 0.284889402
24,692, 0.82093033
19,1721, 0.5130906
50,1102, 0.22
11,356, 0.512313433
48,937, 0.492875801
22,366, 0.5
40,1420, 0.220996732
69,377, 0.500535605
65,1144, 0.448006051
27,1279, 0.5
65,1703, 0.537008959
63,1061, 0.088620683
16,607, 0.670413275
42,1710, 0.544107966
9,314, 0.502800841
5,863, 0.249348958
43,906, 0.206100816
40,1094, 0.125
38,299, 0.551666667
13,1286, 0.51832321
44,1186, 0.884101335
38,1363, 0.458333333
13,192, 0.5
51,1799, 0.469
51,110, 0.7356
71,1453, 0.192153702
39,1518, 0.113488109
11,646, 0.498470149
57,1667, 0.1
59,1561, 0.514604162
41,1338, 0.20259802
38,1348, 0.501666667
38,1625, 0.36
43,1850, 0.179178062
21,1375, 0.497300988
41,1340, 0.1976
56,253, 0.7045
64,1566, 0.4991
37,1831, 0.222339232
4,191, 0.553659496
38,114, 0.366666667
68,698, 0.334068181
14,1046, 0.4295
34,753, 0.511445389
50,1106, 0.196
56,312, 0.5775
29,818, 0.25
2,292, 0.2
40,1682, 0.092587201
56,268, 0.5
13,409, 0.654112798
18,623, 0.480847558
45,1745, 0.167342879
53,1681, 0.405765036
23,545, 0.511090761
3,918, 0.202340659
12,1022, 0.47
7,431, 0.4735
42,1716, 0.5
31,797, 0.28984456
4,194, 0.796376675
18,625, 0.529149062
70,1010, 0.25
7,1492, 0.5
9,1801, 0.464987918
54,1019, 0.288892177
11,539, 0.502541459
7,1035, 0.4855
18,367, 0.52813081
7,314, 0.588
56,252, 0.4955
11,625, 0.516032338
51,102, 0.9704
71,1166, 0.166666667
56,114, 0.493
56,1646, 0.492
0,1306, 0.397093783
48,196, 0.475746726
68,717, 0.362437091
39,1047, 0.720690623
9,434, 0.551241451
58,1607, 0.571428571
7,1803, 0.6
55,1864, 0.166666667
13,751, 0.434355748
7,1820, 0.5645
19,1126, 0.530501131
31,807, 0.243239477
60,1588, 0.941858702
71,1859, 0.183193277
33,149, 0.251690429
51,1358, 0.5
5,204, 0.25993441
50,1206, 0.215
9,301, 0.497975928
13,184, 0.533045553
43,1252, 0.178360979
60,575, 0.475995553
39,1065, 0.136020658
43,149, 0.173081553
42,1145, 0.428044766
29,812, 0.239327266
3,1860, 0.146080972
43,1168, 0.157771788
44,1532, 0.396291764
12,315, 0.4075
56,249, 0.5
4,180, 0.547438196
56,1367, 0.499
40,1088, 0.125757576
37,993, 0.25
0,708, 0.191277217
40,1551, 0.117263823
8,890, 0.115151515
57,1507, 0.989013003
31,837, 0.254941597
54,1432, 0.247262498
66,1740, 0.173753353
63,1515, 0.099367089
21,1388, 0.374156379
23,529, 0.312271062
45,1202, 0.015944094
2,895, 0.619034437
48,416, 0.5
44,1610, 0.507896399
41,1732, 0.092
12,384, 0.64
34,461, 0.486265533
21,1380, 0.399460959
41,1098, 0.203108911
52,513, 0.333333333
51,315, 0.4002
9,436, 0.520070779
55,917, 0.107152564
44,1621, 0.502453224
7,116, 0.565
12,268, 0.4905
9,119, 0.553501104
33,1260, 0.14234563
37,1440, 0.25
13,182, 0.514438178
12,252, 0.4555
59,1684, 0.254461099
9,1815, 0.401856845
0,1305, 0.064640986
43,1155, 0.145599694
56,1023, 0.5345
20,584, 0.5
3,909, 0.232234691
38,1814, 0.323333333
20,968, 0.507731959
69,1358, 0.5
38,1481, 0.373333333
7,265, 0.4995
34,939, 0.5
27,189, 0.558695652
29,813, 0.235888416
58,1606, 0.632142857
0,1789, 0.338074804
52,598, 0.355410999
48,174, 0.5
34,420, 0.500981033
50,1742, 0.2
71,151, 0.220319262
49,1298, 0.302808105
7,1042, 0.496
9,1031, 0.528148673
34,456, 0.613145847
27,755, 0.484782609
24,678, 0.808924858
40,1683, 0.333333333
65,1146, 0.49024122
23,660, 0.780626781
14,442, 0.4995
8,893, 0.153463203
33,1864, 0.142857143
16,600, 0.840964291
48,195, 0.504864985
63,1065, 0.100882117
16,1385, 0.402791511
21,1377, 0.393765418
0,81, 0.999439305
53,1400, 0.379927903
59,1551, 0.475433786
33,1149, 0.152412323
59,1672, 0.498929336
7,1351, 0.4265
63,1506, 0.100456621
51,1361, 0.5156
49,80, 0.931944444
60,580, 0.57787548
5,800, 0.296808485
8,283, 0.111111111
41,1216, 0.2
4,181, 0.560919513
23,222, 0.497608873
38,1638, 0.441666667
45,1341, 0.25
64,1690, 0.3698
28,876, 0.18737029
6,544, 0.496779257
27,185, 0.615217391
41,1201, 0.086
13,747, 0.5
2,880, 0.155287428
57,1068, 0.1
48,400, 0.61636365
45,1726, 0.0610969
63,1650, 0.1
18,535, 0.507672807
5,865, 0.290694686
9,320, 0.625721375
38,1491, 0.5
38,1806, 0.498333333
14,435, 0.5085
26,323, 0.713652482
37,1445, 0.258404336
12,1027, 0.4295
4,1282, 0.400717116
41,1741, 0.2
57,1060, 0.083395337
51,256, 0.5286
34,771, 0.420863309
7,427, 0.4995
33,911, 0.260006757
71,1150, 0.104270026
31,201, 0.15895325
42,1129, 0.5
63,682, 0.1
53,1692, 0.332999145
6,623, 0.532287394
16,503, 0.336547291
28,774, 0.317682324
69,1642, 0.5
9,1365, 0.454903719
44,1533, 0.5
38,319, 0.951666667
2,879, 0.210018174
9,435, 0.49772237
12,262, 0.4995
14,1817, 0.626
45,1211, 0.257947894
30,854, 0.303833828
24,1048, 0.106485695
48,462, 0.456187504
71,1466, 0.17346143
37,1822, 0.263179591
16,492, 0.224781575
14,1643, 0.5
43,151, 0.220319262
56,1037, 0.4345
34,399, 0.5
9,269, 0.50074834
7,1359, 0.5005
0,1320, 0.127155707
14,431, 0.4785
11,232, 0.499166667
7,115, 0.979
70,977, 0.288868884
20,579, 0.378588033
26,340, 0.488134206
55,902, 0.188587833
25,1773, 0.245066667
4,457, 0.469607473
27,455, 0.484782609
49,1792, 0.333333333
7,376, 0.9945
33,1455, 0.13725614
38,1808, 0.596666667
51,372, 0.7866
9,1027, 0.557805524
2,773, 0.318124505
3,1448, 0.142926305
4,747, 0.500595238
50,1116, 0.232
23,238, 0.499287749
8,292, 0.105555556
52,478, 0.355016755
22,647, 0.492279977
14,1363, 0.4665
13,188, 0.5
60,956, 0.695017182
60,964, 0.5
50,1333, 0.184
56,1363, 0.499
44,1195, 0.940066755
9,1646, 0.540975184
9,1350, 0.498041146
65,1711, 0.532238749
27,751, 0.5
36,1828, 0.06931565
36,1438, 0.513074713
9,106, 0.520500134
53,1416, 0.333333333
59,1570, 0.79990269
9,249, 0.5
11,623, 0.519510779
21,489, 0.330935287
70,1018, 0.25
19,1138, 0.499522223
7,1805, 0.5055
9,1816, 0.511524858
6,644, 0.404930002
4,938, 0.52241382
59,1085, 0.413276231
45,1344, 0.224676514
37,1428, 0.215734222
48,401, 0.500478164
14,1364, 0.4985
48,455, 0.49541314
4,759, 0.563839875
12,1636, 0.5075
16,488, 0.333333333
3,915, 0.47146342
39,1504, 0.125
28,125, 0.216127309
70,1016, 0.23027361
63,1667, 0.161124384
29,863, 0.258310249
19,1139, 0.5
14,1642, 0.5035
70,1007, 0.365754161
6,1767, 0.498590755
18,536, 0.519963664
28,890, 0.206682704
38,425, 0.478333333
29,197, 0.190722205
23,1761, 0.5
13,761, 0.604609544
39,1063, 0.1597799
11,238, 0.500829187
65,1708, 0.5
21,521, 0.333333333
56,254, 0.715
51,248, 0.5
63,1669, 0.626011428
50,1101, 0.22
9,1488, 0.5
3,150, 0.444277058
6,667, 0.320070541
28,296, 0.204354234
21,483, 0.335058215
69,1496, 0.5
41,1739, 0.2
56,1492, 0.5
46,732, 0.871312309
19,1143, 0.49065185
12,1351, 0.4205
55,1252, 0.89705022
42,1711, 0.666754444
66,1725, 0.183918225
45,1731, 0.094420976
41,1107, 0.218275248
7,383, 0.528
19,1141, 0.507544723
18,527, 0.647131148
12,298, 0.518
51,1622, 0.5092
11,1752, 0.500825041
43,1260, 0.174010432
24,673, 0.258500581
68,707, 0.239478803
52,516, 0.333333333
14,427, 0.507
22,651, 0.477901174
11,640, 0.500004146
16,489, 0.333777778
31,214, 0.25
16,482, 0.336957264
3,163, 0.459242442
9,430, 0.516945727
51,391, 0.6042
64,1082, 0.311866667
12,1814, 0.5075
22,245, 0.499533147
58,1610, 0.510714286
38,374, 0.623333333
48,180, 0.352409597
56,264, 0.5
64,1078, 0.380266667
14,390, 0.9825
13,755, 0.508069414
63,1662, 0.913414162
69,268, 0.489395769
55,1852, 0.23414392
8,880, 0.155266955
13,180, 0.398921909
57,1506, 0.989744932
68,1300, 0.322411528
0,73, 0.958895564
0,1312, 0.312208286
71,904, 0.219270221
23,364, 0.5
36,1838, 0.433526525
12,316, 0.5
33,1269, 0.146900921
12,1492, 0.5
52,1384, 0.9570274
46,1238, 0.5
25,1783, 0.369
53,1679, 0.271598944
51,1044, 0.4834
30,797, 0.296293151
7,1037, 0.423
37,1436, 0.25
42,554, 0.565108624
69,1645, 0.496029328
50,1735, 0.188
28,879, 0.226364765
9,1627, 0.548454197
54,1430, 0.24873684
3,1154, 0.116477254
6,522, 0.338526214
34,926, 0.342380641
38,1819, 0.588333333
49,705, 0.626388889
43,1171, 0.166726565
66,1218, 0.181567896
7,1356, 0.489
37,1014, 0.25
27,460, 0.52826087
23,640, 0.418091168
4,924, 0.517809964
21,481, 0.341855199
4,766, 0.5
4,1293, 0.499869472
7,430, 0.51
5,206, 0.216467373
38,247, 0.5
