"model_id","Licenses","Size_categories","v1","v2","v3","v4","v5","v6","v7","v8","v9","v10","v11","v12","v13","v14","v15","v16"
"87","0","18","0.357828814","-0.162065294","0.195085814","0.101584246","-0.12030306","-0.166822872","-0.266835006","0.075471855","0.069863063","-0.297487666","0.012584768","-0.01487376","0.253752893","0.152701786","0.091958549","0.179249624"
"88","0","18","0.357415103","-0.160294558","0.198121484","0.099618071","-0.118811571","-0.166001766","-0.264077755","0.074795627","0.067252158","-0.295827558","0.008400978","-0.011323861","0.246440947","0.152188414","0.094091197","0.180060449"
"89","0","52","0.4511338","-0.205109035","0.257888675","0.173496755","-0.15035158","-0.186316586","-0.329220558","0.108687067","0.069919489","-0.406005514","0.015184572","-0.050668443","0.309138879","0.212146645","0.108262957","0.182393332"
"90","0","52","0.403126704","-0.176258129","0.212109434","0.141262266","-0.14248799","-0.171374834","-0.29303734","0.090547793","0.073498628","-0.341638975","0.006140846","-0.031503667","0.2749768","0.180363807","0.096416396","0.17621916"
"91","0","52","0.368323204","-0.161082116","0.198206398","0.126083523","-0.117431082","-0.147231953","-0.266351843","0.084414157","0.066624738","-0.322262749","0.004994501","-0.035663608","0.252985227","0.160549736","0.098343819","0.164331519"
"92","1","52","0.34325797","-0.146537519","0.187681163","0.123299581","-0.123849994","-0.141329996","-0.249390274","0.082270751","0.059206615","-0.300740014","0.006989627","-0.037285694","0.23798466","0.147532096","0.093127509","0.141275791"
"93","1","52","0.477446358","-0.201332788","0.259780128","0.1835123","-0.152272716","-0.191244846","-0.350145761","0.110131184","0.080563351","-0.399295988","0.003346866","-0.044745815","0.318281846","0.205922118","0.118707788","0.210193831"
"94","3","50","0.360706791","-0.159813498","0.214082479","0.136159925","-0.128154576","-0.148494926","-0.275042894","0.083760948","0.06888691","-0.309351948","-0.004287113","-0.035287022","0.237855325","0.18166675","0.091129544","0.156085151"
"95","0","26","0.398372191","-0.178819912","0.226778571","0.132778757","-0.122781452","-0.172264353","-0.295760666","0.078534379","0.0642445","-0.344868387","0.009193387","-0.031146055","0.275014387","0.170084203","0.103314637","0.184007989"
"96","0","18","0.362825636","-0.16124992","0.195427839","0.101990881","-0.11660951","-0.165697583","-0.26976681","0.071935183","0.072511854","-0.304094161","0.011393244","-0.013856407","0.250209182","0.148141415","0.096496229","0.175660153"
"97","0","26","0.371708876","-0.166942594","0.204618095","0.106692666","-0.121870773","-0.164916037","-0.279661002","0.081390218","0.073212833","-0.315680624","0.007390638","-0.020804483","0.247576811","0.157930176","0.094516774","0.18056367"
"98","0","18","0.361134805","-0.15798893","0.193341673","0.097672162","-0.114066219","-0.166074365","-0.271441494","0.071299847","0.069999125","-0.299874709","0.00933472","-0.012587693","0.248352363","0.15196728","0.091151165","0.174108382"
"99","0","26","0.411423045","-0.174318175","0.224974724","0.163203692","-0.139043826","-0.162952915","-0.297195146","0.100261418","0.075424063","-0.343142188","0.008908342","-0.04088147","0.248273851","0.22213231","0.10598203","0.158671483"
"100","0","64","0.421353227","-0.185893546","0.232556163","0.161367376","-0.130827361","-0.170998168","-0.304555211","0.093438176","0.086562703","-0.356385124","0.01899178","-0.045077105","0.262948495","0.20068799","0.112224524","0.177736015"
"101","1","2","0.379958074","-0.176211794","0.219131055","0.150088495","-0.122970698","-0.156719937","-0.286889046","0.081454334","0.07006931","-0.335067092","0.013240414","-0.040659261","0.243667747","0.199010117","0.106742374","0.164307699"
"102","1","2","0.378974644","-0.172416893","0.218985449","0.148708158","-0.124574419","-0.155810693","-0.286268421","0.080087243","0.070481284","-0.335178635","0.014484687","-0.042068382","0.240809817","0.198931444","0.107104658","0.1636439"
"103","0","18","0.358043394","-0.153376384","0.194926567","0.095525631","-0.117286395","-0.163165755","-0.267337448","0.073948131","0.072240152","-0.295335233","0.008782797","-0.017121218","0.251959574","0.147894891","0.094936414","0.179182603"
"104","0","26","0.438932061","-0.198787473","0.243062496","0.178937492","-0.146836974","-0.175846228","-0.310851932","0.116948345","0.07163201","-0.377429013","0.010535653","-0.038617186","0.273430549","0.249942789","0.111415861","0.17918316"
"105","0","26","0.445373724","-0.19755961","0.243776689","0.183884392","-0.147831706","-0.180801452","-0.322676316","0.111654191","0.071740497","-0.388056114","0.009547814","-0.041253991","0.279028642","0.250559136","0.106293147","0.175518893"
"106","0","26","0.443874344","-0.200998679","0.238323952","0.181082996","-0.145351919","-0.166502407","-0.310817689","0.107101611","0.078917834","-0.380829771","0.00191387","-0.034718365","0.271189538","0.249123653","0.103990627","0.175506428"
"107","0","26","0.443780775","-0.196783674","0.234658579","0.181728505","-0.146563051","-0.17276728","-0.314169159","0.107055468","0.071989384","-0.38383621","0.007616646","-0.037084053","0.264969282","0.25143595","0.106207264","0.170105283"
"108","0","26","0.442400485","-0.194977658","0.239805718","0.18273479","-0.142287905","-0.168336313","-0.314058239","0.112623601","0.076545018","-0.385318791","0.006401006","-0.032401945","0.270570117","0.245289164","0.108686086","0.177039685"
"109","0","26","0.445872222","-0.199829911","0.248838524","0.175828936","-0.15011807","-0.174799585","-0.318723237","0.117079396","0.07567294","-0.387259394","0.002649846","-0.033458744","0.270466151","0.25055938","0.10783974","0.179011819"
"110","0","18","0.364595885","-0.157043985","0.197433158","0.098479108","-0.113175837","-0.170836644","-0.273600036","0.077128859","0.068415017","-0.301912059","0.010902102","-0.014711138","0.255832578","0.154895356","0.092892719","0.181809493"
"111","0","18","0.364878546","-0.159307894","0.19993141","0.099517258","-0.114231857","-0.169903196","-0.275174968","0.079158779","0.069628181","-0.300770399","0.007219034","-0.011303766","0.254650255","0.149858092","0.093529056","0.178678084"
"112","0","18","0.359662035","-0.157774012","0.198298333","0.099480445","-0.113138421","-0.170801477","-0.269346512","0.076256344","0.072227306","-0.300094784","0.008771543","-0.012424747","0.253753536","0.150908228","0.091650985","0.180899944"
"113","0","14","0.363760156","-0.157333823","0.197359028","0.10812093","-0.112839437","-0.168778579","-0.272798587","0.073074378","0.077291997","-0.309744433","0.012622136","-0.029762553","0.247209924","0.161821818","0.094062089","0.176468241"
"114","0","14","0.365101823","-0.160831487","0.198199305","0.100942574","-0.113187768","-0.172380253","-0.269615643","0.07320672","0.07275326","-0.304037527","0.011292627","-0.021751342","0.25235645","0.154167032","0.093298137","0.178587285"
"115","0","18","0.358836311","-0.160137186","0.197345763","0.102278808","-0.114322473","-0.168716573","-0.271555155","0.074136932","0.065664832","-0.297280633","0.013569427","-0.010243499","0.252365646","0.150178457","0.090121699","0.180548539"
"116","0","4","0.404407771","-0.180632098","0.228058721","0.146598814","-0.139613751","-0.192966637","-0.31095729","0.088593898","0.078783226","-0.337070909","0.007254775","-0.022574319","0.264638896","0.200393741","0.101173489","0.174167927"
"117","0","48","0.353260813","-0.157851512","0.200852716","0.140896497","-0.103675219","-0.151841405","-0.260141351","0.073705836","0.054583895","-0.298352191","0.013390355","-0.03013163","0.236159788","0.162126793","0.089648304","0.160448898"
"118","0","18","0.363233411","-0.160614107","0.191171886","0.096795515","-0.119189338","-0.168222738","-0.265880564","0.076554275","0.068497249","-0.29667937","0.012344182","-0.016489568","0.247617796","0.147707728","0.092782052","0.175012083"
"119","0","18","0.364236661","-0.161813841","0.196778451","0.097175253","-0.118628888","-0.167299823","-0.265936204","0.075749922","0.069056099","-0.300386443","0.011092976","-0.014112041","0.255208559","0.151279933","0.093568495","0.180517444"
"120","0","18","0.337841299","-0.145935123","0.18478953","0.111181603","-0.114642073","-0.163328983","-0.259040236","0.076577075","0.075335251","-0.28136922","0.009310281","-0.019312164","0.232417619","0.156510439","0.082369199","0.159539309"
"121","0","26","0.463407062","-0.210644104","0.260897653","0.163960164","-0.14444615","-0.191567024","-0.343231756","0.092856059","0.0785081","-0.402384374","0.003947016","-0.036183115","0.320873637","0.214132003","0.109295717","0.200195141"
"122","0","26","0.462301668","-0.206128338","0.262008978","0.16519901","-0.14214814","-0.192942454","-0.345662169","0.096997552","0.076728488","-0.405751139","0.007312368","-0.0344458","0.320409071","0.211256137","0.112817311","0.201345084"
"123","0","26","0.463078011","-0.21024137","0.265192589","0.1655476","-0.145947191","-0.193714816","-0.348320395","0.096002057","0.076992404","-0.406073686","0.009043634","-0.039200463","0.316148676","0.217017833","0.11596927","0.200487539"
"124","0","26","0.472960316","-0.215322729","0.276551366","0.172658917","-0.144585155","-0.202910073","-0.35757279","0.105997772","0.074751617","-0.421815809","0.009889479","-0.039571984","0.328740638","0.223689521","0.111852851","0.199639257"
"125","0","26","0.473736659","-0.219435761","0.279734977","0.173007507","-0.148384206","-0.203682436","-0.360231016","0.105002278","0.075015533","-0.422138356","0.011620746","-0.044326647","0.324480243","0.229451217","0.115004811","0.198781712"
"126","0","26","0.436594896","-0.198774342","0.257556098","0.163455533","-0.137422782","-0.19366543","-0.336807145","0.089325446","0.062581315","-0.390703073","0.010926003","-0.038619154","0.306608163","0.21451067","0.106438657","0.182595343"
"127","0","26","0.43514131","-0.20095091","0.25776148","0.162941922","-0.137063983","-0.185088938","-0.333001813","0.089057009","0.066448622","-0.388972627","0.010297163","-0.036734782","0.296003874","0.216319887","0.111385321","0.182878393"
"128","0","26","0.427080877","-0.192664898","0.246281732","0.15278808","-0.137946818","-0.182809572","-0.325591825","0.089377822","0.066565729","-0.378339307","0.010682178","-0.036367604","0.287252281","0.207054027","0.107962656","0.178216876"
"129","0","26","0.449977446","-0.19863482","0.257295564","0.152335695","-0.137417729","-0.191650318","-0.337090269","0.08989272","0.073624739","-0.391285647","0.014456962","-0.036934936","0.310821978","0.200021714","0.110617627","0.204142923"
"130","0","26","0.448852912","-0.201214122","0.253206011","0.150234648","-0.135557889","-0.180926034","-0.328196298","0.086478285","0.079007742","-0.385865889","0.008731504","-0.032033216","0.304942651","0.198945101","0.108890737","0.204133574"
"131","0","26","0.447747517","-0.196698356","0.254317336","0.151473493","-0.133259878","-0.182301464","-0.330626711","0.090619777","0.07722813","-0.389232654","0.012096856","-0.030295902","0.304478085","0.196069235","0.112412332","0.205283517"
"132","0","26","0.44852386","-0.200811388","0.257500947","0.151822084","-0.13705893","-0.183073826","-0.333284937","0.089624283","0.077492046","-0.389555201","0.013828123","-0.035050564","0.30021769","0.201830931","0.115564291","0.204425972"
"133","0","26","0.424630772","-0.186191032","0.237503521","0.135619734","-0.133957052","-0.190411624","-0.321863476","0.085288485","0.074332222","-0.359075412","0.010251279","-0.027687538","0.293531986","0.188617969","0.100768247","0.197806466"
"134","0","26","0.423506238","-0.188770333","0.233413968","0.133518687","-0.132097212","-0.17968734","-0.312969506","0.081874049","0.079715225","-0.353655655","0.004525821","-0.022785818","0.287652658","0.187541356","0.099041357","0.197797118"
"135","0","26","0.422400843","-0.184254568","0.234525293","0.134757533","-0.129799201","-0.181062769","-0.315399919","0.086015542","0.077935613","-0.35702242","0.007891173","-0.021048503","0.287188092","0.18466549","0.102562951","0.198947061"
"136","0","26","0.425004646","-0.187893758","0.241299897","0.129578142","-0.135671825","-0.185910223","-0.318898667","0.089357388","0.077281554","-0.358477872","0.005077803","-0.021841102","0.287110118","0.188618151","0.101928191","0.200426161"
"137","0","26","0.423177186","-0.1883676","0.237708904","0.135106123","-0.133598252","-0.181835132","-0.318058144","0.085020048","0.078199529","-0.357344966","0.00962244","-0.025803166","0.282927698","0.190427186","0.105714911","0.198089516"
"138","0","26","0.431226306","-0.190094139","0.248231046","0.15737804","-0.143386497","-0.181222811","-0.32585983","0.091304124","0.075341133","-0.377941564","0.0115585","-0.027486005","0.299790412","0.197649237","0.102266415","0.188964024"
"139","0","26","0.432002649","-0.194207171","0.251414657","0.157726631","-0.147185548","-0.181995174","-0.328518055","0.09030863","0.07560505","-0.378264111","0.013289766","-0.032240667","0.295530017","0.203410933","0.105418375","0.188106479"
"140","2","26","0.429496363","-0.188565386","0.244463673","0.162479399","-0.143766277","-0.176668432","-0.319824398","0.094929748","0.06990672","-0.377118323","0.012408982","-0.03203666","0.296277497","0.19673373","0.105438567","0.188536616"
"141","2","26","0.430272706","-0.192678418","0.247647284","0.162827989","-0.147565329","-0.177440794","-0.322482623","0.093934254","0.070170637","-0.37744087","0.014140248","-0.036791323","0.292017102","0.202495426","0.108590527","0.187679071"
"142","0","18","0.375568015","-0.161737636","0.201963503","0.116840564","-0.125176255","-0.157217057","-0.274491206","0.080089445","0.071919543","-0.319768771","0.011089792","-0.020227282","0.248705675","0.178991701","0.090673805","0.171775871"
"143","0","14","0.362886634","-0.155468668","0.198789027","0.108686649","-0.115084904","-0.167619201","-0.2740423","0.074183994","0.073938928","-0.307377245","0.009652369","-0.030209322","0.242534088","0.160776455","0.089113575","0.174387877"
"144","0","14","0.364228301","-0.158966332","0.199629303","0.101508294","-0.115433235","-0.171220875","-0.270859356","0.074316336","0.069400191","-0.301670339","0.00832286","-0.022198111","0.247680614","0.153121669","0.088349624","0.176506921"
"145","0","18","0.330372289","-0.148270283","0.177143889","0.091629018","-0.10704174","-0.15448082","-0.246769554","0.06584797","0.060192299","-0.273887075","0.009948121","-0.018385159","0.227612253","0.138719022","0.085699285","0.162550529"
"146","0","26","0.37758002","-0.165766066","0.208237957","0.118955694","-0.123089503","-0.169248334","-0.282195204","0.072910492","0.069310274","-0.316677329","0.012393434","-0.027179255","0.257263349","0.163391375","0.090008474","0.175399203"
"147","0","18","0.361982427","-0.15361861","0.194599192","0.09830561","-0.113114907","-0.169441252","-0.271437569","0.077564322","0.071714556","-0.295881243","0.011207998","-0.017189504","0.253090335","0.147631298","0.096437916","0.178286131"
"148","0","18","0.360433967","-0.159329718","0.192113581","0.09759293","-0.118531225","-0.166456958","-0.270216854","0.076591374","0.069069437","-0.298753158","0.00713939","-0.014252009","0.248686618","0.148206968","0.091593979","0.178520769"
"149","0","18","0.356671094","-0.154463521","0.197521409","0.096704345","-0.111626443","-0.169514786","-0.263219295","0.077050621","0.071289496","-0.295171975","0.014077889","-0.012464344","0.249573048","0.153246266","0.096811672","0.173922209"
"150","0","18","0.362985989","-0.159559394","0.195755163","0.099251057","-0.115292092","-0.171199669","-0.267163893","0.073524222","0.07288324","-0.304465937","0.009989061","-0.014155535","0.248414516","0.151220781","0.092818817","0.178393169"
"151","0","14","0.358136358","-0.159943626","0.197056476","0.10556958","-0.111874111","-0.166047995","-0.269242561","0.070147591","0.070975855","-0.300847888","0.009905006","-0.021894185","0.244751211","0.152131627","0.092636863","0.177987481"
"152","0","6","0.380010584","-0.163360452","0.203307525","0.142543431","-0.125047855","-0.164057062","-0.28267555","0.084184942","0.071367296","-0.312468339","-0.003521242","-0.026046975","0.238774455","0.185719987","0.090822907","0.163682832"
"153","0","4","0.410945872","-0.169461298","0.224280984","0.154836973","-0.134935778","-0.174441028","-0.305068921","0.082009065","0.082710613","-0.333113585","0.005476283","-0.027823669","0.269737747","0.184991486","0.097608827","0.180516667"
"154","0","18","0.362120356","-0.154489283","0.198052554","0.097404255","-0.115269945","-0.170203039","-0.266917569","0.070535987","0.06634268","-0.299581256","0.012845293","-0.013339754","0.252712969","0.146024562","0.093938045","0.177956293"
"155","0","18","0.355233416","-0.15770088","0.196315369","0.096375256","-0.112199728","-0.170357521","-0.270130655","0.075842524","0.070848502","-0.298751662","0.00640457","-0.012270312","0.250595032","0.150561801","0.090445587","0.177845258"
"156","0","18","0.358871802","-0.156968736","0.193889993","0.102590053","-0.11896279","-0.168373641","-0.270331613","0.074372215","0.068102763","-0.301825439","0.009791439","-0.014840717","0.253279546","0.152401254","0.090480239","0.176858318"
"157","0","18","0.36047339","-0.160951342","0.192446067","0.097544313","-0.115247576","-0.170954763","-0.270776716","0.071107145","0.069950371","-0.29888921","0.007175318","-0.01364475","0.251026744","0.150686058","0.09812801","0.176864683"
"158","0","18","0.360242989","-0.157493763","0.197120078","0.09951922","-0.11564112","-0.16928946","-0.269996563","0.071662611","0.066417455","-0.297149699","0.012974632","-0.01361478","0.245840924","0.147763331","0.09031323","0.175423706"
"159","0","18","0.357332278","-0.155026736","0.193723577","0.09657345","-0.117911507","-0.168570222","-0.265893075","0.070169564","0.072808695","-0.298664694","0.012260268","-0.011288065","0.252206294","0.14776473","0.091579508","0.175532916"
"160","0","14","0.357108574","-0.159943524","0.195612399","0.112801076","-0.114804139","-0.16485996","-0.274946101","0.073898661","0.079502432","-0.302198818","0.008449677","-0.030532379","0.246881764","0.163191625","0.087198694","0.173656208"
"161","0","14","0.358450241","-0.163441188","0.196452676","0.105622721","-0.11515247","-0.168461634","-0.271763157","0.074031002","0.074963695","-0.296491912","0.007120169","-0.022521167","0.25202829","0.155536839","0.086434742","0.175775252"
"162","0","29","0.30844061","-0.135617708","0.158870416","0.084463762","-0.093060565","-0.13281189","-0.223776052","0.057401526","0.062111689","-0.251841973","-0.000985237","-0.018203551","0.212217839","0.11903177","0.082757591","0.14943017"
"163","0","58","0.426010185","-0.180193182","0.236299764","0.144322531","-0.13276524","-0.179348233","-0.321086406","0.086171017","0.072697125","-0.344045658","0.004089186","-0.030119165","0.286257803","0.17561774","0.113152111","0.203060302"
"164","0","26","0.418305409","-0.189698967","0.239631289","0.150519025","-0.141582803","-0.17786821","-0.312072593","0.090861664","0.084499372","-0.355260512","0.013621222","-0.027731539","0.269420432","0.208924845","0.109487101","0.159991189"
"165","0","26","0.392411596","-0.166676977","0.218365142","0.157416549","-0.130229615","-0.169208993","-0.297309873","0.082702148","0.073155853","-0.342280194","0.01165094","-0.037876483","0.257714806","0.224863493","0.087055875","0.148701289"
"166","0","26","0.390500057","-0.165745854","0.20742341","0.154829484","-0.128707229","-0.159567986","-0.287101284","0.077183681","0.073454517","-0.337216309","0.009333538","-0.032872558","0.240843575","0.22591567","0.086952815","0.142204957"
"167","2","32","0.432256723","-0.187603321","0.245225522","0.170285731","-0.140533937","-0.16551104","-0.31866559","0.088734679","0.088895869","-0.364995553","0.003951547","-0.038546586","0.286165019","0.197778648","0.109630311","0.195065355"
"168","2","32","0.348950639","-0.162593705","0.203138433","0.120341425","-0.102833213","-0.148584309","-0.260755212","0.0748921","0.064547499","-0.300563046","0.005090423","-0.026651614","0.251435522","0.147334909","0.098139902","0.170910033"
"169","1","32","0.449797958","-0.195466536","0.249467817","0.1795133","-0.143137306","-0.174144174","-0.334328897","0.098446797","0.090939077","-0.376274437","0.003302519","-0.04248662","0.299694671","0.202249788","0.112450766","0.203507179"
"170","2","32","0.469627486","-0.200030209","0.257412195","0.187443812","-0.147284781","-0.181134723","-0.348289632","0.103095825","0.092332382","-0.387724896","-9.98E-5","-0.041717223","0.314654804","0.209043105","0.117409219","0.211268852"
"171","2","57","0.457478192","-0.194966031","0.257928143","0.181458934","-0.150739509","-0.175674385","-0.326196772","0.104024476","0.080498469","-0.386911856","0.004475402","-0.04397466","0.291203449","0.230544226","0.11507922","0.193558705"
"172","2","57","0.434947815","-0.183904885","0.240335216","0.166600303","-0.147663352","-0.174573323","-0.312661845","0.099931822","0.081127343","-0.358280536","0.000737017","-0.03575475","0.275834567","0.220407564","0.106324214","0.187926299"
"173","0","14","0.357188896","-0.155713009","0.195418607","0.102001285","-0.113051677","-0.164320727","-0.263533944","0.070412195","0.071579421","-0.300708809","0.00692737","-0.016712897","0.250735809","0.148516028","0.085961746","0.174821858"
"174","0","31","0.432349028","-0.185230166","0.260537211","0.210795751","-0.138661719","-0.167040563","-0.332855465","0.07061274","0.096724789","-0.343445436","-0.016738622","-0.02977768","0.290684481","0.192868718","0.11947347","0.173077829"
"175","0","26","0.398109329","-0.181495815","0.231128793","0.129582649","-0.126268483","-0.165240689","-0.294101346","0.084953128","0.070300065","-0.346396368","0.00504231","-0.030382699","0.267326702","0.175090399","0.103829111","0.186161271"
"176","0","14","0.361607671","-0.159411286","0.195641573","0.104473584","-0.109928889","-0.169382707","-0.269548839","0.074822247","0.073470896","-0.295901006","0.011947146","-0.021540037","0.25050796","0.148972387","0.091593228","0.18070595"
"177","0","3","0.434627114","-0.186723599","0.263028061","0.205056256","-0.143029434","-0.163625182","-0.33374427","0.073064843","0.095951382","-0.344129057","-0.010728724","-0.033147279","0.294666318","0.19892858","0.119050678","0.174859391"
"178","0","3","0.261981988","-0.116627977","0.138993362","0.090473542","-0.094396119","-0.114461294","-0.179872477","0.054309421","0.047940207","-0.209280314","0.017635837","-0.024964935","0.176754055","0.117281061","0.070382128","0.100325169"
"179","0","64","0.427027306","-0.191635582","0.243328512","0.161209155","-0.138646283","-0.177717634","-0.309483354","0.095583649","0.082525588","-0.36894072","0.012530714","-0.042428207","0.272596914","0.199840342","0.114784075","0.18542472"
"180","0","18","0.355876674","-0.15571285","0.197379225","0.095469508","-0.119290156","-0.163869421","-0.265609202","0.07662101","0.065973314","-0.300213625","0.014113171","-0.010180502","0.248473003","0.150591598","0.09556273","0.17943983"
"181","0","31","0.429019979","-0.183454249","0.256884715","0.206555198","-0.140306371","-0.163363793","-0.334391927","0.065912963","0.096440686","-0.341164495","-0.013302377","-0.029690936","0.295265507","0.197582047","0.114808931","0.171230392"
"182","0","18","0.360321499","-0.160762514","0.195066842","0.098581462","-0.117920741","-0.163826255","-0.26999525","0.073785235","0.072172024","-0.302985471","0.012531453","-0.014702425","0.251647285","0.1517763","0.096075946","0.181304408"
"183","0","18","0.319445872","-0.13141228","0.178967983","0.114233485","-0.114770614","-0.143631584","-0.236862704","0.076910617","0.058438821","-0.280041036","0.017986638","-0.019377727","0.225758931","0.152982225","0.082449837","0.142051809"
"184","0","18","0.374456682","-0.158651035","0.208729923","0.139710526","-0.124442111","-0.162823056","-0.272601547","0.083702697","0.067424306","-0.32145279","0.011763831","-0.022846988","0.25204322","0.185732789","0.093109412","0.16566676"
"185","1","18","0.301749598","-0.13361651","0.166996516","0.100843383","-0.098775047","-0.136772799","-0.223985517","0.069616138","0.062625868","-0.255478363","0.01340784","-0.019826518","0.223193528","0.126304201","0.075537475","0.147744311"
"186","1","18","0.344404553","-0.151667391","0.190037011","0.10053169","-0.110294781","-0.159334107","-0.258432271","0.074401131","0.06899063","-0.28865982","0.008378901","-0.015179895","0.241050076","0.147027871","0.08867297","0.175737356"
"187","1","26","0.408640501","-0.180336729","0.229777616","0.144111557","-0.128715725","-0.170295427","-0.293593111","0.098246676","0.072548134","-0.346762183","0.007294361","-0.030541024","0.281109724","0.17560108","0.100818228","0.191892987"
"188","0","31","0.43857751","-0.187684267","0.257906987","0.205649728","-0.143759778","-0.166547924","-0.342742397","0.073979416","0.103791761","-0.344977256","-0.009231389","-0.031779396","0.295520274","0.197745319","0.117136441","0.173477917"
"189","0","26","0.375455298","-0.169275551","0.207009236","0.110359169","-0.118926381","-0.16427605","-0.277090355","0.080530596","0.07137767","-0.310709953","0.007524714","-0.015633504","0.251555152","0.160882101","0.095968737","0.178022656"
"190","0","26","0.367909419","-0.165196617","0.202427605","0.115824461","-0.114569806","-0.169314588","-0.272681066","0.078600049","0.068134092","-0.303611152","0.011376028","-0.020953491","0.253492639","0.165305718","0.099308552","0.179293678"
