(289,15)	[0.018812894821166992, 0.380952380952381, 0.3333333333333333, 0.4444444444444444, 0.3849001794597505, 0.23529411764705882]
(290,15)	[0.018086910247802734, 0.2857142857142857, 0.4, 0.2222222222222222, 0.29814239699997197, 0.16666666666666666]
(291,15)	[0.018504858016967773, 0.6153846153846153, 1.0, 0.4444444444444444, 0.6666666666666666, 0.4444444444444444]
(292,15)	[0.018404006958007812, 0.3636363636363636, 1.0, 0.2222222222222222, 0.4714045207910316, 0.2222222222222222]
(293,15)	[0.018138885498046875, 0.6153846153846153, 1.0, 0.4444444444444444, 0.6666666666666666, 0.4444444444444444]
(294,15)	[0.01827383041381836, 0.3636363636363636, 1.0, 0.2222222222222222, 0.4714045207910316, 0.2222222222222222]
(295,15)	[0.01844191551208496, 0.6153846153846153, 1.0, 0.4444444444444444, 0.6666666666666666, 0.4444444444444444]
(296,15)	[0.018106698989868164, 0.3636363636363636, 1.0, 0.2222222222222222, 0.4714045207910316, 0.2222222222222222]
(297,15)	[0.0183408260345459, 0.6153846153846153, 1.0, 0.4444444444444444, 0.6666666666666666, 0.4444444444444444]
(298,15)	[0.01830911636352539, 0.3636363636363636, 1.0, 0.2222222222222222, 0.4714045207910316, 0.2222222222222222]
(299,15)	[0.018568992614746094, 0.6153846153846153, 1.0, 0.4444444444444444, 0.6666666666666666, 0.4444444444444444]
(300,15)	[0.018498897552490234, 0.3636363636363636, 1.0, 0.2222222222222222, 0.4714045207910316, 0.2222222222222222]
(301,15)	[0.018327951431274414, 0.6153846153846153, 1.0, 0.4444444444444444, 0.6666666666666666, 0.4444444444444444]
(302,15)	[0.018573999404907227, 0.3636363636363636, 1.0, 0.2222222222222222, 0.4714045207910316, 0.2222222222222222]
(303,15)	[0.004992008209228516, 0.013186813186813187, 0.00663716814159292, 1.0, 0.08146881698903527, 0.00663716814159292]
(304,15)	[0.003922939300537109, 0.20454545454545456, 0.11392405063291139, 1.0, 0.3375263702778072, 0.11392405063291139]
(305,15)	[0.004606008529663086, 0.014925373134328356, 0.007518796992481203, 1.0, 0.086710996952412, 0.007518796992481203]
(306,15)	[0.0037131309509277344, 0.23076923076923078, 0.13043478260869565, 1.0, 0.3611575592573076, 0.13043478260869565]
