model_id,model_type,v1,v2,v3,v4,distance,threshold,prominence,height,width
394,1,0.123656122,0.107174146,-0.123199257,0.164317589,100,0.5,400,0,5
395,1,0.123656122,0.107174146,-0.123199257,0.164317589,100,0,1000,0,0
396,1,0.123656122,0.107174146,-0.123199257,0.164317589,100,0,1000,0,5
397,1,0.123656122,0.107174146,-0.123199257,0.164317589,100,0.5,1000,0,0
398,1,0.123656122,0.107174146,-0.123199257,0.164317589,100,0.5,1000,0,5
399,1,0.123656122,0.107174146,-0.123199257,0.164317589,100,0,0,50,0
400,1,0.123656122,0.107174146,-0.123199257,0.164317589,100,0,0,50,5
401,1,0.123656122,0.107174146,-0.123199257,0.164317589,100,0.5,0,50,0
402,1,0.123656122,0.107174146,-0.123199257,0.164317589,100,0.5,0,50,5
403,1,0.123656122,0.107174146,-0.123199257,0.164317589,100,0,20,50,0
404,1,0.123656122,0.107174146,-0.123199257,0.164317589,100,0,20,50,5
405,1,0.123656122,0.107174146,-0.123199257,0.164317589,100,0.5,20,50,0
406,1,0.123656122,0.107174146,-0.123199257,0.164317589,100,0.5,20,50,5
407,1,0.123656122,0.107174146,-0.123199257,0.164317589,100,0,30,50,0
408,1,0.123656122,0.107174146,-0.123199257,0.164317589,100,0,30,50,5
409,1,0.123656122,0.107174146,-0.123199257,0.164317589,100,0.5,30,50,0
410,1,0.123656122,0.107174146,-0.123199257,0.164317589,100,0.5,30,50,5
411,1,0.123656122,0.107174146,-0.123199257,0.164317589,100,0,40,50,0
412,1,0.123656122,0.107174146,-0.123199257,0.164317589,100,0,40,50,5
413,1,0.123656122,0.107174146,-0.123199257,0.164317589,100,0.5,40,50,0
414,1,0.123656122,0.107174146,-0.123199257,0.164317589,100,0.5,40,50,5
415,1,0.123656122,0.107174146,-0.123199257,0.164317589,100,0,200,50,0
416,1,0.123656122,0.107174146,-0.123199257,0.164317589,100,0,200,50,5
417,1,0.123656122,0.107174146,-0.123199257,0.164317589,100,0.5,200,50,0
418,1,0.123656122,0.107174146,-0.123199257,0.164317589,100,0.5,200,50,5
419,1,0.123656122,0.107174146,-0.123199257,0.164317589,100,0,300,50,0
420,1,0.123656122,0.107174146,-0.123199257,0.164317589,100,0,300,50,5
421,1,0.123656122,0.107174146,-0.123199257,0.164317589,100,0.5,300,50,0
422,1,0.123656122,0.107174146,-0.123199257,0.164317589,100,0.5,300,50,5
423,1,0.123656122,0.107174146,-0.123199257,0.164317589,100,0,400,50,0
424,1,0.123656122,0.107174146,-0.123199257,0.164317589,100,0,400,50,5
425,1,0.123656122,0.107174146,-0.123199257,0.164317589,100,0.5,400,50,0
426,1,0.123656122,0.107174146,-0.123199257,0.164317589,100,0.5,400,50,5
427,1,0.123656122,0.107174146,-0.123199257,0.164317589,100,0,1000,50,0
428,1,0.123656122,0.107174146,-0.123199257,0.164317589,100,0,1000,50,5
429,1,0.123656122,0.107174146,-0.123199257,0.164317589,100,0.5,1000,50,0
430,1,0.123656122,0.107174146,-0.123199257,0.164317589,100,0.5,1000,50,5
431,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0,0,0,0
432,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0,0,0,5
433,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0.5,0,0,0
434,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0.5,0,0,5
435,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0,20,0,0
436,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0,20,0,5
437,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0.5,20,0,0
438,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0.5,20,0,5
439,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0,30,0,0
440,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0,30,0,5
441,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0.5,30,0,0
442,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0.5,30,0,5
443,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0,40,0,0
444,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0,40,0,5
445,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0.5,40,0,0
446,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0.5,40,0,5
447,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0,200,0,0
448,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0,200,0,5
449,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0.5,200,0,0
450,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0.5,200,0,5
451,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0,300,0,0
452,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0,300,0,5
453,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0.5,300,0,0
454,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0.5,300,0,5
455,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0,400,0,0
456,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0,400,0,5
457,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0.5,400,0,0
458,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0.5,400,0,5
459,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0,1000,0,0
460,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0,1000,0,5
461,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0.5,1000,0,0
462,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0.5,1000,0,5
463,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0,0,50,0
464,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0,0,50,5
465,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0.5,0,50,0
466,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0.5,0,50,5
467,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0,20,50,0
468,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0,20,50,5
469,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0.5,20,50,0
470,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0.5,20,50,5
471,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0,30,50,0
472,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0,30,50,5
473,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0.5,30,50,0
474,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0.5,30,50,5
475,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0,40,50,0
476,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0,40,50,5
477,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0.5,40,50,0
478,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0.5,40,50,5
479,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0,200,50,0
480,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0,200,50,5
481,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0.5,200,50,0
482,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0.5,200,50,5
483,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0,300,50,0
484,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0,300,50,5
485,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0.5,300,50,0
486,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0.5,300,50,5
487,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0,400,50,0
488,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0,400,50,5
489,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0.5,400,50,0
490,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0.5,400,50,5
491,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0,1000,50,0
492,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0,1000,50,5
493,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0.5,1000,50,0
494,1,0.123656122,0.107174146,-0.123199257,0.164317589,150,0.5,1000,50,5
495,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0,0,0,0
496,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0,0,0,5
497,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0.5,0,0,0
498,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0.5,0,0,5
499,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0,20,0,0
500,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0,20,0,5
501,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0.5,20,0,0
502,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0.5,20,0,5
503,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0,30,0,0
504,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0,30,0,5
505,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0.5,30,0,0
506,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0.5,30,0,5
507,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0,40,0,0
508,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0,40,0,5
509,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0.5,40,0,0
510,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0.5,40,0,5
511,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0,200,0,0
512,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0,200,0,5
513,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0.5,200,0,0
514,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0.5,200,0,5
515,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0,300,0,0
516,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0,300,0,5
517,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0.5,300,0,0
518,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0.5,300,0,5
519,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0,400,0,0
520,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0,400,0,5
521,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0.5,400,0,0
522,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0.5,400,0,5
523,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0,1000,0,0
524,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0,1000,0,5
525,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0.5,1000,0,0
526,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0.5,1000,0,5
527,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0,0,50,0
528,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0,0,50,5
529,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0.5,0,50,0
530,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0.5,0,50,5
531,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0,20,50,0
532,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0,20,50,5
533,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0.5,20,50,0
534,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0.5,20,50,5
535,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0,30,50,0
536,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0,30,50,5
537,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0.5,30,50,0
538,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0.5,30,50,5
539,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0,40,50,0
540,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0,40,50,5
541,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0.5,40,50,0
542,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0.5,40,50,5
543,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0,200,50,0
544,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0,200,50,5
545,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0.5,200,50,0
546,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0.5,200,50,5
547,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0,300,50,0
548,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0,300,50,5
549,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0.5,300,50,0
550,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0.5,300,50,5
551,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0,400,50,0
552,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0,400,50,5
553,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0.5,400,50,0
554,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0.5,400,50,5
555,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0,1000,50,0
556,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0,1000,50,5
557,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0.5,1000,50,0
558,1,0.123656122,0.107174146,-0.123199257,0.164317589,200,0.5,1000,50,5
559,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0,0,0,0
560,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0,0,0,5
561,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0.5,0,0,0
562,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0.5,0,0,5
563,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0,20,0,0
564,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0,20,0,5
565,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0.5,20,0,0
566,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0.5,20,0,5
567,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0,30,0,0
568,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0,30,0,5
569,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0.5,30,0,0
570,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0.5,30,0,5
571,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0,40,0,0
572,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0,40,0,5
573,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0.5,40,0,0
574,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0.5,40,0,5
575,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0,200,0,0
576,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0,200,0,5
577,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0.5,200,0,0
578,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0.5,200,0,5
579,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0,300,0,0
580,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0,300,0,5
581,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0.5,300,0,0
582,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0.5,300,0,5
583,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0,400,0,0
584,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0,400,0,5
585,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0.5,400,0,0
586,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0.5,400,0,5
587,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0,1000,0,0
588,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0,1000,0,5
589,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0.5,1000,0,0
590,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0.5,1000,0,5
591,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0,0,50,0
592,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0,0,50,5
593,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0.5,0,50,0
594,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0.5,0,50,5
595,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0,20,50,0
596,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0,20,50,5
597,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0.5,20,50,0
598,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0.5,20,50,5
599,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0,30,50,0
600,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0,30,50,5
601,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0.5,30,50,0
602,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0.5,30,50,5
603,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0,40,50,0
604,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0,40,50,5
605,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0.5,40,50,0
606,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0.5,40,50,5
607,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0,200,50,0
608,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0,200,50,5
609,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0.5,200,50,0
610,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0.5,200,50,5
611,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0,300,50,0
612,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0,300,50,5
613,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0.5,300,50,0
614,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0.5,300,50,5
615,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0,400,50,0
616,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0,400,50,5
617,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0.5,400,50,0
618,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0.5,400,50,5
619,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0,1000,50,0
620,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0,1000,50,5
621,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0.5,1000,50,0
622,1,0.123656122,0.107174146,-0.123199257,0.164317589,250,0.5,1000,50,5
623,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0,0,0,0
624,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0,0,0,5
625,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0.5,0,0,0
626,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0.5,0,0,5
627,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0,20,0,0
628,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0,20,0,5
629,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0.5,20,0,0
630,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0.5,20,0,5
631,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0,30,0,0
632,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0,30,0,5
633,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0.5,30,0,0
634,1,0.123656122,0.107174146,-0.123199257,0.164317589,300,0.5,30,0,5
