dataset_id,model_id,according accuracy
18,848,0.923
64,885,0.56
14,876,0.9177
18,913,0.921
14,551,0.9184
55,483,0.744
26,392,0.7995
31,243,0.86
26,941,0.828
9,818,0.814
18,350,0.923
18,979,0.9235
18,534,0.926
64,868,0.685
26,407,0.1268
14,622,0.9161
18,462,0.925
18,683,0.924
18,616,0.921
18,184,0.928
18,317,0.9285
31,460,0.8733
18,954,0.9225
64,869,0.671
18,606,0.917
16,582,0.8691
14,515,0.9184
64,978,0.205
14,586,0.9471
31,188,0.86
26,411,0.8946
18,120,0.9165
26,455,0.1268
65,718,0.884
16,580,0.6745
34,630,0.793
14,345,0.9184
18,312,0.924
26,391,0.7888
31,887,0.8733
18,555,0.9245
18,910,0.928
26,895,0.8456
18,549,0.9245
8,193,0.607
58,231,0.567
26,944,0.6534
31,662,0.8667
18,258,0.936
26,440,0.1549
4,823,0.932
26,417,0.5578
26,399,0.7775
2,101,0.8
18,709,0.924
26,106,0.9068
18,677,0.9295
18,735,0.928
31,619,0.8767
18,588,0.9245
14,828,0.9448
26,519,0.8501
18,705,0.913
25,940,0.862
64,783,0.96
41,854,0.822
14,144,0.9184
26,692,0.9232
18,650,0.9305
18,917,0.8885
26,684,0.9014
14,962,0.9184
26,866,0.9153
64,618,0.24
26,420,0.6343
26,129,0.7917
26,857,0.8603
18,310,0.9265
31,538,0.8667
18,467,0.9225
57,172,0.97
18,667,0.9215
18,750,0.9265
26,423,0.4982
2,102,0.815
32,81,0.902
26,124,0.5487
18,704,0.923
26,404,0.0845
31,830,0.6833
18,889,0.9245
8,194,0.59
31,329,0.8733
14,734,0.9332
22,198,0.788
18,347,0.834
26,431,0.6032
14,550,0.9477
18,545,0.925
14,252,0.9458
26,439,0.1408
18,158,0.934
11,238,0.895
38,319,0.957
18,627,0.922
18,276,0.9265
18,85,0.936
54,592,0.876
58,653,0.716
18,608,0.39
14,598,0.9184
31,647,0.9
55,478,0.834
52,90,0.722
18,73,0.8885
31,278,0.8667
18,892,0.925
11,220,0.892
26,164,0.8968
4,758,0.765
26,525,0.5634
37,701,0.8796
18,808,0.9245
18,921,0.9375
26,639,0.6814
18,981,0.922
11,219,0.882
14,253,0.9152
26,443,0.9926
18,246,0.9245
26,521,0.9125
26,373,0.3803
18,633,0.934
31,331,0.87
31,929,0.8733
18,603,0.921
18,540,0.923
50,94,0.918
26,136,0.9083
26,446,0.5881
26,520,0.8578
26,448,0.4657
14,761,0.9529
18,742,0.9225
31,564,0.86
61,702,0.748
26,661,0.9014
14,865,0.92
26,385,0.5702
18,745,0.934
18,716,0.9255
26,452,0.8635
26,690,0.8627
26,526,0.902
53,656,0.998
18,78,0.9275
11,228,0.876
52,89,0.728
64,717,0.592
26,659,0.848
31,328,0.909
18,180,0.9425
47,605,0.831
18,283,0.924
18,724,0.921
18,87,0.9345
26,187,0.945
14,288,0.9184
18,625,0.925
4,335,0.917
26,389,0.8026
26,428,0.8505
18,973,0.9255
4,556,0.934
31,748,0.8733
26,362,0.7675
26,395,0.5199
14,903,0.8265
26,430,0.6007
52,91,0.711
31,300,0.8633
18,185,0.929
26,449,0.4838
20,298,0.933
18,728,0.9245
12,561,0.761
46,890,0.843
26,355,0.9084
58,208,0.709
7,609,0.924
26,434,0.4874
7,767,0.922
58,206,0.704
14,733,0.9468
19,320,0.99
18,610,0.925
18,730,0.9325
14,881,0.9161
26,412,0.8848
26,95,0.8578
18,916,0.9195
18,492,0.927
4,676,0.737
55,472,0.772
46,542,0.839
26,712,0.5819
26,771,0.8326
18,254,0.9265
46,820,0.839
31,795,0.9319
18,239,0.9295
14,738,0.9319
26,370,0.8943
61,900,0.625
26,291,0.911
26,363,0.7721
18,145,0.926
14,113,0.9487
18,308,0.937
5,116,0.48
14,679,0.9474
18,963,0.925
26,427,0.1549
26,755,0.8567
26,504,0.8456
26,523,0.6895
18,311,0.937
26,401,0.7913
26,557,0.8616
26,500,0.8505
26,397,0.4982
26,400,0.7867
64,511,0.43
14,739,0.94
14,678,0.9506
31,646,0.87
18,726,0.923
26,394,0.491
14,71,0.9174
26,393,0.7735
18,817,0.9265
18,491,0.9245
31,644,0.87
18,487,0.924
47,604,0.908
31,671,0.8767
31,939,0.866
31,314,0.928
26,381,0.6201
26,951,0.8456
18,566,0.919
11,215,0.879
14,834,0.95
27,544,0.589
26,303,0.8456
18,797,0.926
56,714,0.851
18,464,0.92
18,833,0.9235
18,595,0.921
26,450,0.8601
40,510,0.902
18,883,0.936
26,501,0.8529
58,163,0.73
26,166,0.9033
14,768,0.9703
18,573,0.924
18,279,0.9205
18,272,0.9215
18,681,0.924
18,984,0.9215
64,518,0.628
58,282,0.71
31,800,0.8667
31,596,0.923
18,809,0.922
14,256,0.9468
26,349,0.8326
18,119,0.9175
18,182,0.9285
10,217,0.513
31,559,0.8767
45,927,0.796
26,416,0.5717
26,769,0.9644
18,68,0.928
18,324,0.923
49,777,0.84
26,372,0.9048
18,247,0.9245
26,971,0.8505
18,894,0.925
26,530,0.9358
16,579,0.8235
18,877,0.927
31,708,0.9214
14,173,0.9148
31,597,0.9303
26,626,0.8314
18,969,0.923
14,982,0.9184
35,541,0.085
65,719,0.911
18,680,0.9425
26,695,0.8922
14,829,0.9184
32,82,0.9
18,997,0.9325
14,824,0.9458
26,390,0.7887
26,108,0.6679
18,624,0.924
18,856,0.923
26,354,0.9099
14,587,0.9174
26,432,0.4874
18,907,0.925
31,749,0.8633
18,186,0.9365
26,131,0.6643
4,153,0.761
49,774,0.853
26,689,0.7862
18,590,0.931
18,488,0.924
26,137,0.5634
18,269,0.9275
26,942,0.9087
14,992,0.9174
41,265,0.799
18,988,0.923
14,463,0.9116
4,751,0.931
18,111,0.924
25,872,0.992
25,720,0.875
18,832,0.9215
26,360,0.6643
18,203,0.9215
4,457,0.931
60,703,0.74
31,855,0.8767
26,388,0.5702
26,410,0.6312
26,529,0.7978
18,103,0.926
31,641,0.86
12,560,0.788
18,142,0.9235
8,195,0.624
18,859,0.9245
14,284,0.9448
26,435,0.7901
26,886,0.9151
17,473,0.497
32,170,0.935
46,870,0.84
64,781,0.973
26,933,0.8627
18,110,0.924
26,165,0.8554
10,210,0.532
18,576,0.901
26,972,0.8554
15,532,0.976
18,664,0.9235
18,651,0.928
4,700,0.583
26,387,0.5702
26,441,0.9877
26,760,0.922
18,512,0.9245
31,321,0.9126
26,135,0.6173
31,731,0.925
26,415,0.5576
18,150,0.924
26,444,0.5923
18,593,0.925
14,965,0.9165
26,970,0.8529
49,776,0.833
18,470,0.927
14,740,0.9729
57,171,0.974
10,235,0.51
26,947,0.9154
18,968,0.928
39,873,0.872
18,786,0.925
26,949,0.7581
26,123,0.5634
18,821,0.9255
18,634,0.9215
26,121,0.911
18,72,0.9215
44,826,0.815
18,332,0.9385
31,484,0.8733
31,837,0.8533
26,429,0.6099
26,402,0.7878
18,351,0.9185
16,578,0.8167
18,888,0.924
18,931,0.9245
18,458,0.9415
31,841,0.9672
20,299,0.929
31,727,0.8767
18,157,0.92
31,967,0.9361
26,948,0.9013
26,943,0.8981
26,75,0.8578
18,938,0.927
14,267,0.9148
31,670,0.9267
26,476,0.9141
27,568,0.436
18,974,0.9245
58,914,0.819
18,920,0.927
31,645,0.9178
26,436,0.7936
18,928,0.9215
18,202,0.927
18,602,0.9265
26,691,0.6209
14,744,0.9174
30,493,0.688
26,130,0.7917
31,956,0.86
18,793,0.9245
59,715,0.946
26,414,0.6072
18,280,0.928
31,668,0.8767
18,882,0.939
14,304,0.9168
18,96,0.9365
26,570,0.8284
18,908,0.9255
18,377,0.9285
58,233,0.863
18,847,0.923
14,143,0.9506
18,183,0.9265
31,459,0.9314
18,762,0.925
14,687,0.9187
14,861,0.9455
18,995,0.9365
64,792,0.616
14,621,0.9471
14,242,0.9184
32,169,0.926
7,721,0.924
26,353,0.8603
21,575,0.98
31,174,0.8767
58,230,0.458
26,424,0.8635
31,638,0.928
26,437,0.7867
32,167,0.937
31,287,0.9302
26,527,0.9246
26,290,0.8968
18,594,0.9245
10,226,0.503
14,862,0.9174
18,801,0.925
26,466,0.8137
64,780,0.973
26,133,0.8456
18,813,0.9215
26,932,0.9278
4,601,0.84
18,912,0.9285
26,445,0.5779
18,617,0.9325
18,957,0.919
14,348,0.9155
18,632,0.892
22,197,0.749
56,713,0.802
24,469,0.742
26,499,0.8603
26,696,0.9151
32,83,0.94
26,405,0.1268
26,498,0.8775
14,875,0.9429
26,105,0.8382
14,200,0.941
41,959,0.836
58,232,0.783
18,461,0.9245
26,426,0.1268
18,118,0.924
26,496,0.9014
64,723,0.562
26,406,0.1268
18,301,0.9335
26,408,0.5634
26,80,0.5493
18,553,0.9305
14,507,0.9432
32,84,0.902
26,419,0.654
26,403,0.8005
11,216,0.896
26,475,0.8554
18,286,0.922
18,935,0.9235
26,454,0.1408
31,600,0.9303
14,70,0.9465
58,207,0.844
26,146,0.848
18,309,0.9295
18,986,0.924
26,528,0.9153
16,583,0.828
18,98,0.922
31,922,0.88
26,368,0.5493
26,901,0.8634
14,489,0.9429
26,707,0.9584
18,565,0.9265
14,161,0.9184
26,109,0.9037
26,261,0.704
26,569,0.8284
18,711,0.9215
4,672,0.693
18,958,0.9275
14,620,0.9171
18,191,0.896
14,897,0.8532
14,648,0.939
14,615,0.9739
26,376,0.8853
18,642,0.9265
14,666,0.9187
14,612,0.9765
18,936,0.928
26,358,0.4648
31,574,0.87
26,380,0.5946
26,763,0.9209
37,699,0.9014
26,127,0.5634
18,789,0.927
26,456,0.8383
18,643,0.934
18,302,0.929
