dataset_id,model_id,according accuracy
18,726,0.923
18,983,0.921
64,518,0.628
26,971,0.8505
14,612,0.9765
18,677,0.9295
62,322,0.75
10,213,0.494
18,341,0.9165
14,834,0.95
26,415,0.5576
18,884,0.923
18,821,0.9255
26,373,0.3803
26,138,0.8231
18,465,0.923
34,630,0.793
26,416,0.5717
31,682,0.8633
18,650,0.9305
26,128,0.507
26,815,0.8676
31,300,0.8633
18,593,0.925
26,450,0.8601
18,513,0.9165
26,421,0.5523
26,569,0.8284
31,596,0.923
26,435,0.7901
26,140,0.6895
26,417,0.5578
26,126,0.7132
52,93,0.726
64,782,0.967
31,538,0.8667
14,285,0.9187
26,175,0.9346
26,455,0.1268
4,601,0.84
58,234,0.713
18,856,0.923
64,791,0.587
58,223,0.786
18,898,0.7825
18,984,0.9215
43,558,0.904
18,247,0.9245
18,276,0.9265
26,376,0.8853
0,686,0.939
18,594,0.9245
14,614,0.9323
18,974,0.9245
18,248,0.938
26,867,0.7328
32,168,0.93
18,709,0.924
18,302,0.929
18,907,0.925
52,90,0.722
26,926,0.8549
18,374,0.9245
8,193,0.607
49,777,0.84
18,186,0.9365
18,981,0.922
18,915,0.919
10,217,0.513
64,468,0.205
26,857,0.8603
55,477,0.79
65,719,0.911
14,508,0.9184
18,997,0.9325
26,520,0.8578
18,632,0.892
18,283,0.924
64,618,0.24
18,545,0.925
18,110,0.924
4,333,0.932
18,149,0.923
31,459,0.9314
26,626,0.8314
31,731,0.925
26,947,0.9154
14,144,0.9184
55,474,0.709
26,409,0.656
18,813,0.9215
31,929,0.8733
18,77,0.928
26,430,0.6007
64,293,0.954
18,930,0.92
46,870,0.84
14,336,0.931
18,669,0.9405
18,683,0.924
18,874,0.925
64,517,0.634
26,355,0.9084
26,522,0.91
18,180,0.9425
32,81,0.902
18,883,0.936
26,425,0.8406
26,124,0.5487
26,694,0.8746
31,539,0.8667
18,664,0.9235
26,362,0.7675
26,944,0.6534
18,485,0.917
26,271,0.9014
64,975,0.678
18,986,0.924
31,597,0.9303
14,304,0.9168
31,748,0.8733
46,890,0.843
14,835,0.9184
26,949,0.7581
10,236,0.549
18,566,0.919
64,869,0.671
18,882,0.939
14,649,0.9171
18,120,0.9165
31,923,0.88
18,458,0.9415
4,672,0.693
26,531,0.5634
11,238,0.895
26,121,0.911
18,859,0.9245
61,702,0.748
26,846,0.9323
26,434,0.4874
11,229,0.89
18,147,0.922
58,221,0.462
14,761,0.9529
22,197,0.749
14,865,0.92
38,177,0.942
18,246,0.9245
26,378,0.8199
42,785,0.905
14,252,0.9458
31,181,0.8567
26,895,0.8456
26,441,0.9877
18,294,0.924
31,840,0.9074
26,398,0.4477
26,437,0.7867
32,84,0.902
38,319,0.957
26,990,0.9356
18,154,0.9275
26,134,0.6065
31,646,0.87
26,501,0.8529
14,201,0.9161
26,438,0.1268
2,101,0.8
19,320,0.99
18,642,0.9265
37,699,0.9014
34,629,0.775
26,356,0.6715
26,349,0.8326
51,339,0.929
12,560,0.788
14,991,0.9474
31,330,0.8667
14,965,0.9165
14,738,0.9319
18,917,0.8885
26,886,0.9151
49,776,0.833
26,691,0.6209
26,443,0.9926
4,674,0.55
31,671,0.8767
26,422,0.5199
14,598,0.9184
18,888,0.924
24,469,0.742
14,744,0.9174
14,514,0.9352
18,492,0.927
18,467,0.9225
14,825,0.9152
58,208,0.709
18,892,0.925
38,277,0.888
18,637,0.903
18,850,0.9315
52,92,0.711
31,662,0.8667
18,667,0.9215
31,564,0.86
31,174,0.8767
18,631,0.9
46,542,0.839
14,964,0.9303
18,274,0.923
14,262,0.9158
18,512,0.9245
26,454,0.1408
16,584,0.8038
26,387,0.5702
14,861,0.9455
18,150,0.924
26,381,0.6201
18,808,0.9245
64,976,0.568
26,413,0.9902
18,494,0.926
26,122,0.7581
31,956,0.86
58,231,0.567
26,933,0.8627
18,845,0.9305
26,766,0.9427
26,763,0.9209
54,291,0.989
18,836,0.9005
26,370,0.8943
26,453,0.1268
18,68,0.928
18,809,0.922
18,796,0.927
14,143,0.9506
58,163,0.73
14,737,0.94
21,575,0.98
18,794,0.923
18,789,0.927
18,159,0.924
26,706,0.9399
26,500,0.8505
26,414,0.6072
18,585,0.92
18,573,0.924
18,912,0.9285
18,491,0.9245
18,954,0.9225
18,516,0.9205
4,457,0.931
32,83,0.94
18,810,0.9215
26,712,0.5819
18,987,0.926
11,216,0.896
18,617,0.9325
55,471,0.726
31,708,0.9214
18,937,0.924
18,307,0.945
14,862,0.9174
18,797,0.926
30,493,0.688
18,308,0.937
6,152,0.818
14,687,0.9187
16,579,0.8235
13,259,0.716
26,482,0.5352
26,860,0.8603
31,331,0.87
14,161,0.9184
16,581,0.8689
18,311,0.937
64,100,0.513
18,742,0.9225
18,183,0.9265
18,295,0.926
26,445,0.5779
18,98,0.922
18,487,0.924
18,652,0.9315
26,303,0.8456
26,390,0.7887
26,353,0.8603
26,427,0.1549
26,367,0.8945
26,407,0.1268
26,136,0.9083
18,623,0.9225
14,114,0.9177
18,272,0.9215
31,559,0.8767
41,264,0.908
26,771,0.8326
64,868,0.685
26,395,0.5199
26,689,0.7862
26,571,0.8824
25,720,0.875
14,490,0.9135
25,718,0.89
26,123,0.5634
18,880,0.9245
18,660,0.925
18,995,0.9365
31,668,0.8767
26,447,0.4621
31,574,0.87
31,287,0.9302
14,620,0.9171
26,527,0.9246
18,461,0.9245
14,288,0.9184
18,848,0.923
18,535,0.9235
50,94,0.918
18,893,0.838
14,622,0.9161
18,332,0.9385
26,902,0.9255
18,191,0.896
18,67,0.9275
46,961,0.841
26,165,0.8554
11,237,0.878
18,184,0.928
18,958,0.9275
26,432,0.4874
31,837,0.8533
18,730,0.9325
64,792,0.616
18,279,0.9205
11,220,0.892
26,440,0.1549
26,695,0.8922
18,916,0.9195
26,364,0.8439
14,586,0.9471
31,980,0.8733
26,871,0.9014
18,894,0.925
58,756,0.81
26,245,0.8578
26,105,0.8382
18,969,0.923
14,256,0.9468
14,876,0.9177
20,299,0.929
18,906,0.924
18,280,0.928
14,489,0.9429
26,405,0.1268
26,696,0.9151
18,913,0.921
18,275,0.924
41,959,0.836
26,444,0.5923
26,475,0.8554
10,218,0.548
18,155,0.6
26,363,0.7721
55,481,0.754
31,806,0.916
26,530,0.9358
26,466,0.8137
41,854,0.822
18,202,0.927
7,767,0.922
18,286,0.922
33,688,0.913
18,957,0.919
26,261,0.704
18,910,0.928
4,759,0.748
18,158,0.934
11,215,0.879
18,509,0.9285
18,935,0.9235
14,342,0.9406
18,347,0.834
26,389,0.8026
14,666,0.9187
18,931,0.9245
18,725,0.925
26,498,0.8775
26,934,0.848
31,486,0.9307
18,603,0.921
18,889,0.9245
26,190,0.8206
31,635,0.86
14,739,0.94
53,655,0.992
26,290,0.8968
26,994,0.7034
26,410,0.6312
26,519,0.8501
31,243,0.86
18,258,0.936
18,301,0.9335
14,768,0.9703
18,722,0.924
31,843,0.8733
18,292,0.9245
26,446,0.5881
18,312,0.924
26,697,0.9404
26,402,0.7878
26,693,0.8949
26,858,0.8554
31,645,0.9178
26,394,0.491
53,656,0.998
26,899,0.886
18,87,0.9345
18,680,0.9425
18,316,0.926
18,540,0.923
58,225,0.713
26,424,0.8635
31,314,0.928
18,145,0.926
27,544,0.589
26,313,0.906
16,578,0.8167
31,278,0.8667
64,323,0.781
18,607,0.918
26,433,0.4693
65,718,0.884
26,386,0.568
18,576,0.901
18,793,0.9245
26,948,0.9013
46,820,0.839
14,253,0.9152
18,156,0.922
26,790,0.9037
18,462,0.925
18,589,0.9225
18,746,0.9275
26,106,0.9068
18,993,0.924
26,372,0.9048
18,979,0.9235
14,828,0.9448
18,495,0.923
14,615,0.9739
26,164,0.8968
26,357,0.9232
31,996,0.8733
14,621,0.9471
14,160,0.9458
26,132,0.5634
10,209,0.499
44,826,0.815
14,665,0.9461
31,270,0.87
58,653,0.716
26,451,0.8544
64,804,0.642
31,851,0.904
52,89,0.728
31,657,0.8767
14,343,0.9187
26,707,0.9584
26,852,0.8219
26,385,0.5702
18,724,0.921
14,824,0.9458
14,337,0.9161
26,107,0.8989
14,904,0.9158
4,816,0.581
18,103,0.926
20,298,0.933
31,484,0.8733
26,769,0.9644
14,982,0.9184
18,69,0.927
14,507,0.9432
18,263,0.9245
18,375,0.8955
26,946,0.8657
55,478,0.834
46,960,0.841
26,108,0.6679
26,380,0.5946
18,908,0.9255
4,675,0.542
26,368,0.5493
14,864,0.9487
26,354,0.9099
26,260,0.9119
14,732,0.9168
18,953,0.9225
26,925,0.8205
26,146,0.848
18,741,0.913
14,70,0.9465
14,743,0.9468
26,684,0.9014
59,715,0.946
26,403,0.8005
18,802,0.9265
64,885,0.56
18,801,0.925
18,96,0.9365
26,448,0.4657
26,431,0.6032
17,473,0.497
18,634,0.9215
26,391,0.7888
18,317,0.9285
14,733,0.9468
18,115,0.921
18,968,0.928
26,803,0.9157
18,710,0.9215
18,85,0.936
25,325,0.978
53,814,0.993
26,371,0.6426
0,318,0.938
18,310,0.9265
18,822,0.9255
9,819,0.812
14,897,0.8532
26,557,0.8616
18,905,0.924
14,613,0.9255
18,747,0.9175
18,711,0.9215
36,698,0.593
14,679,0.9474
31,255,0.8633
26,765,0.9197
26,504,0.8456
31,647,0.9
18,831,0.9265
26,95,0.8578
18,745,0.934
11,212,0.888
32,82,0.9
8,194,0.59
16,583,0.828
26,570,0.8284
18,920,0.927
26,383,0.5655
18,989,0.933
14,896,0.9368
18,735,0.928
18,891,0.9285
49,640,0.825
14,242,0.9184
18,203,0.9215
16,580,0.6745
31,887,0.8733
14,250,0.9171
18,588,0.9245
31,841,0.9672
18,798,0.8945
26,502,0.875
31,670,0.9267
26,972,0.8554
27,568,0.436
32,167,0.937
18,936,0.928
18,309,0.9295
31,839,0.9776
18,878,0.927
26,358,0.4648
14,515,0.9184
18,921,0.9375
31,537,0.86
26,141,0.5634
26,139,0.5634
31,955,0.9552
18,73,0.8885
18,799,0.927
26,480,0.9335
5,116,0.48
14,113,0.9487
26,125,0.5352
60,703,0.74
26,659,0.848
18,750,0.9265
18,606,0.917
31,327,0.8867
22,199,0.814
46,772,0.82
58,206,0.704
26,369,0.826
58,207,0.844
29,162,0.629
45,927,0.796
39,873,0.872
56,714,0.851
26,760,0.922
26,496,0.9014
61,900,0.625
18,716,0.9255
