dataset_id,model_id,according accuracy
14,201,0.9161
26,398,0.4477
18,966,0.9235
14,965,0.9165
26,365,0.8847
18,722,0.924
18,68,0.928
0,686,0.939
26,121,0.911
14,200,0.941
58,230,0.458
4,556,0.934
16,584,0.8038
18,912,0.9285
11,216,0.896
14,768,0.9703
64,323,0.781
26,925,0.8205
58,282,0.71
18,889,0.9245
18,632,0.892
26,384,0.6
31,996,0.8733
14,621,0.9471
45,927,0.796
18,301,0.9335
18,798,0.8945
26,383,0.5655
26,529,0.7978
26,240,0.9014
18,594,0.9245
41,959,0.836
31,980,0.8733
26,754,0.9438
26,815,0.8676
18,512,0.9245
18,309,0.9295
26,371,0.6426
26,393,0.7735
31,837,0.8533
31,748,0.8733
22,198,0.788
26,790,0.9037
26,392,0.7995
26,189,0.5092
14,598,0.9184
26,386,0.568
26,408,0.5634
18,938,0.927
26,427,0.1549
32,167,0.937
18,853,0.9205
31,306,0.8767
18,157,0.92
18,186,0.9365
18,664,0.9235
26,945,0.914
14,761,0.9529
18,317,0.9285
18,269,0.9275
26,569,0.8284
14,161,0.9184
58,206,0.704
18,877,0.927
26,440,0.1549
18,850,0.9315
10,235,0.51
26,424,0.8635
26,417,0.5578
18,931,0.9245
46,870,0.84
18,658,0.915
26,434,0.4874
14,508,0.9184
52,90,0.722
38,319,0.957
26,122,0.7581
25,872,0.992
26,389,0.8026
26,951,0.8456
26,448,0.4657
26,524,0.9323
58,223,0.786
26,436,0.7936
18,811,0.9215
14,348,0.9155
26,123,0.5634
55,481,0.754
18,374,0.9245
26,765,0.9197
31,646,0.87
53,814,0.993
26,886,0.9151
18,633,0.934
14,262,0.9158
16,578,0.8167
18,973,0.9255
64,517,0.634
18,572,0.9385
26,860,0.8603
26,858,0.8554
26,409,0.656
58,914,0.819
64,792,0.616
14,678,0.9506
18,906,0.924
18,470,0.927
14,551,0.9184
14,71,0.9174
11,219,0.882
21,575,0.98
56,713,0.802
18,677,0.9295
26,303,0.8456
14,622,0.9161
18,954,0.9225
18,793,0.9245
14,256,0.9468
18,491,0.9245
26,527,0.9246
55,483,0.744
42,785,0.905
31,843,0.8733
18,573,0.924
57,171,0.974
58,232,0.783
12,561,0.761
31,76,0.8767
31,887,0.8733
18,110,0.924
14,284,0.9448
26,244,0.8486
64,618,0.24
31,330,0.8667
18,145,0.926
26,376,0.8853
26,947,0.9154
18,958,0.9275
58,207,0.844
26,846,0.9323
26,444,0.5923
31,838,0.9294
4,457,0.931
18,685,0.927
31,647,0.9
18,275,0.924
53,656,0.998
26,933,0.8627
30,493,0.688
26,503,0.8578
14,861,0.9455
18,786,0.925
18,741,0.913
26,455,0.1268
11,215,0.879
26,442,0.9877
18,87,0.9345
14,250,0.9171
18,549,0.9245
26,410,0.6312
18,495,0.923
14,257,0.9161
32,84,0.902
26,760,0.922
18,307,0.945
26,132,0.5634
18,831,0.9265
18,274,0.923
18,196,0.912
26,139,0.5634
18,487,0.924
18,203,0.9215
34,630,0.793
18,794,0.923
14,345,0.9184
26,363,0.7721
18,239,0.9295
18,334,0.9245
18,764,0.9215
26,129,0.7917
18,120,0.9165
19,320,0.99
18,295,0.926
43,558,0.904
31,644,0.87
18,880,0.9245
26,932,0.9278
