dataset_id,model_id,according accuracy
7,721,0.924
14,622,0.9161
18,842,0.923
18,274,0.923
26,525,0.5634
14,881,0.9161
11,212,0.888
31,843,0.8733
26,369,0.826
31,287,0.9302
18,247,0.9245
31,837,0.8533
41,854,0.822
18,157,0.92
26,407,0.1268
26,413,0.9902
14,648,0.939
18,553,0.9305
11,215,0.879
18,180,0.9425
18,981,0.922
26,435,0.7901
14,288,0.9184
18,590,0.931
18,705,0.913
31,668,0.8767
18,930,0.92
52,90,0.722
14,992,0.9174
31,76,0.8767
18,334,0.9245
4,758,0.765
26,420,0.6343
8,193,0.607
64,975,0.678
18,192,0.925
18,848,0.923
55,474,0.709
64,511,0.43
31,329,0.8733
14,345,0.9184
18,836,0.9005
37,699,0.9014
64,782,0.967
18,954,0.9225
18,374,0.9245
58,653,0.716
26,367,0.8945
14,267,0.9148
14,825,0.9152
18,810,0.9215
26,453,0.1268
26,109,0.9037
26,137,0.5634
55,472,0.772
16,581,0.8689
4,273,0.932
26,442,0.9877
49,640,0.825
31,887,0.8733
14,514,0.9352
26,384,0.6
26,689,0.7862
18,296,0.9245
26,480,0.9335
18,809,0.922
14,547,0.9426
26,858,0.8554
14,515,0.9184
31,647,0.9
26,134,0.6065
26,290,0.8968
28,567,0.993
58,231,0.567
26,871,0.9014
26,456,0.8383
18,637,0.903
18,856,0.923
11,219,0.882
26,857,0.8603
26,476,0.9141
18,196,0.912
18,602,0.9265
26,886,0.9151
26,383,0.5655
31,327,0.8867
26,527,0.9246
5,116,0.48
18,465,0.923
58,756,0.81
26,754,0.9438
14,304,0.9168
26,437,0.7867
18,874,0.925
27,568,0.436
26,902,0.9255
26,393,0.7735
31,306,0.8767
26,370,0.8943
4,700,0.583
18,308,0.937
26,926,0.8549
26,482,0.5352
26,860,0.8603
18,324,0.923
18,316,0.926
31,321,0.9126
46,960,0.841
14,201,0.9161
34,630,0.793
31,74,0.8733
18,513,0.9165
53,655,0.992
14,250,0.9171
38,177,0.942
46,820,0.839
26,107,0.8989
14,828,0.9448
58,223,0.786
18,984,0.9215
18,183,0.9265
10,226,0.503
18,888,0.924
26,450,0.8601
31,644,0.87
14,824,0.9458
26,443,0.9926
64,723,0.562
14,161,0.9184
38,277,0.888
18,317,0.9285
18,485,0.917
4,672,0.693
26,501,0.8529
18,750,0.9265
18,88,0.937
64,868,0.685
18,467,0.9225
18,110,0.924
18,859,0.9245
26,948,0.9013
14,489,0.9429
18,203,0.9215
18,77,0.928
31,564,0.86
18,802,0.9265
26,138,0.8231
18,643,0.934
26,438,0.1268
31,646,0.87
37,701,0.8796
18,745,0.934
14,737,0.94
26,455,0.1268
18,495,0.923
48,117,0.281
18,566,0.919
26,434,0.4874
26,416,0.5717
26,766,0.9427
26,867,0.7328
26,289,0.9014
64,792,0.616
59,715,0.946
18,937,0.924
26,425,0.8406
18,156,0.922
18,488,0.924
18,805,0.926
18,79,0.9335
26,354,0.9099
32,167,0.937
55,471,0.726
26,387,0.5702
18,588,0.9245
26,452,0.8635
49,778,0.893
12,560,0.788
18,762,0.925
14,649,0.9171
18,928,0.9215
18,716,0.9255
31,597,0.9303
18,632,0.892
14,861,0.9455
26,126,0.7132
31,278,0.8667
14,343,0.9187
26,436,0.7936
18,347,0.834
0,686,0.939
18,627,0.922
18,492,0.927
14,964,0.9303
18,642,0.9265
26,385,0.5702
18,968,0.928
18,310,0.9265
14,734,0.9332
26,475,0.8554
14,257,0.9161
31,838,0.9294
18,988,0.923
42,785,0.905
31,628,0.8667
18,344,0.9205
14,904,0.9158
31,297,0.87
26,390,0.7887
18,258,0.936
18,770,0.9185
26,136,0.9083
18,68,0.928
18,610,0.925
18,811,0.9215
64,780,0.973
26,394,0.491
14,965,0.9165
18,491,0.9245
25,325,0.978
31,749,0.8633
26,95,0.8578
26,415,0.5576
18,350,0.923
14,862,0.9174
4,674,0.55
26,790,0.9037
18,634,0.9215
14,71,0.9174
18,764,0.9215
14,151,0.9113
18,794,0.923
18,735,0.928
26,105,0.8382
18,202,0.927
31,731,0.925
18,892,0.925
41,959,0.836
18,677,0.9295
31,314,0.928
18,118,0.924
22,199,0.814
18,725,0.925
14,507,0.9432
18,935,0.9235
14,463,0.9116
26,187,0.945
31,841,0.9672
26,376,0.8853
31,243,0.86
26,379,0.6208
26,571,0.8824
52,91,0.711
64,978,0.205
10,209,0.499
26,357,0.9232
18,963,0.925
31,727,0.8767
31,851,0.904
18,650,0.9305
18,462,0.925
26,524,0.9323
50,94,0.918
26,131,0.6643
18,658,0.915
26,946,0.8657
18,651,0.928
26,363,0.7721
10,236,0.549
18,863,0.929
52,92,0.711
36,698,0.593
26,433,0.4693
25,872,0.992
18,505,0.927
11,237,0.878
31,641,0.86
18,912,0.9285
18,883,0.936
18,119,0.9175
64,293,0.954
18,145,0.926
18,67,0.9275
62,322,0.75
18,562,0.923
46,773,0.867
65,719,0.911
18,752,0.925
26,944,0.6534
49,779,0.84
18,186,0.9365
18,302,0.929
18,879,0.929
26,365,0.8847
14,829,0.9184
47,604,0.908
18,958,0.9275
40,510,0.902
58,163,0.73
25,720,0.875
14,613,0.9255
10,217,0.513
26,445,0.5779
18,292,0.9245
18,911,0.921
18,563,0.929
10,218,0.548
26,523,0.6895
31,806,0.916
26,411,0.8946
26,466,0.8137
14,864,0.9487
18,793,0.9245
18,534,0.926
25,940,0.862
64,517,0.634
31,300,0.8633
26,404,0.0845
18,730,0.9325
14,550,0.9477
26,388,0.5702
26,691,0.6209
58,224,0.858
26,371,0.6426
26,405,0.1268
19,320,0.99
18,905,0.924
18,704,0.923
14,962,0.9184
26,399,0.7775
26,189,0.5092
26,412,0.8848
9,819,0.812
10,214,0.537
26,400,0.7867
26,942,0.9087
18,96,0.9365
18,993,0.924
18,589,0.9225
18,728,0.9245
4,816,0.581
18,832,0.9215
26,355,0.9084
26,291,0.911
58,206,0.704
26,401,0.7913
10,210,0.532
26,402,0.7878
64,804,0.642
26,261,0.704
18,545,0.925
18,512,0.9245
18,822,0.9255
26,500,0.8505
31,855,0.8767
18,995,0.9365
26,356,0.6715
14,740,0.9729
18,983,0.921
32,168,0.93
18,936,0.928
18,351,0.9185
16,582,0.8691
26,122,0.7581
18,969,0.923
26,694,0.8746
26,398,0.4477
26,530,0.9358
18,573,0.924
18,636,0.9265
26,380,0.5946
4,556,0.934
26,852,0.8219
12,561,0.761
44,826,0.815
26,378,0.8199
18,821,0.9255
18,798,0.8945
18,375,0.8955
34,629,0.775
31,255,0.8633
18,111,0.924
31,840,0.9074
55,477,0.79
14,875,0.9429
26,313,0.906
18,938,0.927
31,188,0.86
31,839,0.9776
26,368,0.5493
26,75,0.8578
27,544,0.589
18,845,0.9305
26,372,0.9048
14,896,0.9368
10,213,0.494
58,232,0.783
18,599,0.902
51,340,0.933
14,285,0.9187
46,542,0.839
58,222,0.561
26,430,0.6007
14,336,0.931
31,670,0.9267
64,518,0.628
33,688,0.913
26,448,0.4657
18,625,0.925
18,595,0.921
31,939,0.866
18,69,0.927
4,675,0.542
14,253,0.9152
4,457,0.931
64,323,0.781
26,121,0.911
26,133,0.8456
18,148,0.927
14,761,0.9529
31,956,0.86
52,93,0.726
26,419,0.654
18,191,0.896
8,195,0.624
18,246,0.9245
56,713,0.802
64,781,0.973
18,652,0.9315
26,866,0.9153
18,377,0.9285
58,205,0.513
31,980,0.8733
18,726,0.923
18,535,0.9235
64,977,0.736
32,82,0.9
14,587,0.9174
31,559,0.8767
26,104,0.823
65,718,0.884
31,923,0.88
26,760,0.922
26,395,0.5199
16,584,0.8038
18,115,0.921
26,403,0.8005
18,87,0.9345
16,579,0.8235
18,616,0.921
18,817,0.9265
26,352,0.841
18,741,0.913
18,891,0.9285
31,181,0.8567
18,147,0.922
26,431,0.6032
26,406,0.1268
18,833,0.9235
38,319,0.957
18,572,0.9385
11,229,0.89
26,389,0.8026
18,953,0.9225
8,194,0.59
14,732,0.9168
31,800,0.8667
14,176,0.9174
18,458,0.9415
26,557,0.8616
14,70,0.9465
26,661,0.9014
7,736,0.925
49,777,0.84
26,528,0.9153
18,742,0.9225
11,238,0.895
14,844,0.9116
31,552,0.8767
14,687,0.9187
26,706,0.9399
7,767,0.922
26,410,0.6312
18,276,0.9265
64,326,0.557
18,286,0.922
18,279,0.9205
26,440,0.1549
31,591,0.8733
31,331,0.87
11,211,0.868
18,907,0.925
18,283,0.924
18,989,0.933
26,165,0.8554
14,865,0.92
26,684,0.9014
18,786,0.925
26,427,0.1549
18,608,0.39
46,961,0.841
14,348,0.9155
26,429,0.6099
26,392,0.7995
30,493,0.688
31,459,0.9314
31,543,0.9395
18,185,0.929
4,601,0.84
14,586,0.9471
31,635,0.86
26,381,0.6201
31,330,0.8667
18,921,0.9375
32,81,0.902
18,294,0.924
32,169,0.926
26,697,0.9404
29,162,0.629
55,478,0.834
18,149,0.923
0,318,0.938
64,869,0.671
17,473,0.497
18,813,0.9215
4,759,0.748
18,889,0.9245
26,417,0.5578
18,787,0.9255
18,142,0.9235
14,733,0.9468
14,678,0.9506
18,987,0.926
26,396,0.5054
26,421,0.5523
43,558,0.904
14,252,0.9458
26,408,0.5634
18,155,0.6
14,744,0.9174
26,422,0.5199
53,814,0.993
26,496,0.9014
58,249,0.809
18,633,0.934
31,486,0.9307
26,498,0.8775
26,803,0.9157
26,570,0.8284
38,178,0.923
14,160,0.9458
26,522,0.91
18,986,0.924
26,994,0.7034
18,272,0.9215
26,970,0.8529
14,284,0.9448
18,908,0.9255
31,600,0.9303
31,807,0.89
26,696,0.9151
26,846,0.9323
55,481,0.754
31,795,0.9319
18,263,0.9245
60,703,0.74
26,132,0.5634
14,876,0.9177
18,540,0.923
54,592,0.876
18,664,0.9235
51,339,0.929
18,973,0.9255
18,301,0.9335
21,575,0.98
26,359,0.6838
49,774,0.853
14,620,0.9171
26,755,0.8567
18,554,0.9255
31,638,0.928
14,615,0.9739
18,801,0.925
26,577,0.8345
18,915,0.919
15,532,0.976
18,158,0.934
14,666,0.9187
64,179,0.553
18,966,0.9235
14,173,0.9148
11,216,0.896
18,669,0.9405
26,175,0.9346
18,86,0.9215
58,234,0.713
26,349,0.8326
18,850,0.9315
26,707,0.9584
26,146,0.848
26,569,0.8284
64,717,0.592
56,714,0.851
14,490,0.9135
26,949,0.7581
18,880,0.9245
26,364,0.8439
14,991,0.9474
58,225,0.713
18,251,0.933
26,140,0.6895
26,771,0.8326
31,574,0.87
11,220,0.892
11,228,0.876
16,580,0.6745
4,335,0.917
26,97,0.9037
14,342,0.9406
18,710,0.9215
14,621,0.9471
14,281,0.9742
26,519,0.8501
4,153,0.761
31,174,0.8767
64,784,0.987
18,917,0.8885
18,878,0.927
26,129,0.7917
18,309,0.9295
18,470,0.927
18,685,0.927
26,934,0.848
64,783,0.96
26,397,0.4982
31,338,0.8767
46,772,0.82
18,667,0.9215
18,159,0.924
26,123,0.5634
18,913,0.921
26,353,0.8603
18,909,0.926
26,260,0.9119
18,549,0.9245
18,312,0.924
61,702,0.748
26,166,0.9033
27,546,0.583
18,884,0.923
31,657,0.8767
26,972,0.8554
18,663,0.9245
64,315,0.586
14,551,0.9184
18,295,0.926
64,468,0.205
14,768,0.9703
18,894,0.925
26,382,0.6353
14,508,0.9184
32,83,0.94
26,499,0.8603
26,950,0.9323
18,603,0.921
14,241,0.949
14,612,0.9765
58,207,0.844
18,248,0.938
26,362,0.7675
26,127,0.5634
18,985,0.9355
26,479,0.6462
26,432,0.4874
26,504,0.8456
26,346,0.9128
31,538,0.8667
32,84,0.902
18,487,0.924
26,386,0.568
18,617,0.9325
18,112,0.923
6,152,0.818
18,576,0.901
58,233,0.863
58,282,0.71
26,692,0.9232
54,66,0.989
64,791,0.587
49,776,0.833
26,769,0.9644
14,113,0.9487
26,441,0.9877
64,885,0.56
18,920,0.927
26,626,0.8314
26,423,0.4982
18,305,0.9255
26,521,0.9125
4,751,0.931
14,256,0.9468
64,952,0.559
26,245,0.8578
26,391,0.7888
14,982,0.9184
18,757,0.932
26,659,0.848
26,899,0.886
2,101,0.8
26,449,0.4838
31,922,0.88
26,106,0.9068
22,198,0.788
18,974,0.9245
41,264,0.908
31,929,0.8733
9,818,0.814
26,763,0.9209
26,693,0.8949
31,671,0.8767
64,976,0.568
26,240,0.9014
26,99,0.9014
4,676,0.737
18,623,0.9225
18,606,0.917
26,895,0.8456
26,712,0.5819
26,141,0.5634
26,426,0.1268
26,190,0.8206
18,916,0.9195
18,607,0.918
26,695,0.8922
20,298,0.933
53,656,0.998
18,789,0.927
26,128,0.507
18,269,0.9275
31,662,0.8667
14,665,0.9461
26,135,0.6173
18,709,0.924
54,291,0.989
18,275,0.924
18,239,0.9295
