dataset_id,model_id,according accuracy
18,593,0.925
18,509,0.9285
18,704,0.923
26,384,0.6
9,819,0.812
26,165,0.8554
57,172,0.97
26,136,0.9083
26,124,0.5487
18,877,0.927
18,762,0.925
11,237,0.878
4,457,0.931
18,512,0.9245
26,189,0.5092
18,928,0.9215
26,137,0.5634
31,459,0.9314
26,501,0.8529
18,585,0.92
2,101,0.8
58,231,0.567
26,135,0.6173
26,392,0.7995
18,311,0.937
18,636,0.9265
2,102,0.815
11,220,0.892
10,209,0.499
26,452,0.8635
18,458,0.9415
18,953,0.9225
26,482,0.5352
26,755,0.8567
18,351,0.9185
14,160,0.9458
14,345,0.9184
18,705,0.913
26,696,0.9151
26,244,0.8486
18,470,0.927
18,915,0.919
14,918,0.9394
18,863,0.929
26,391,0.7888
14,768,0.9703
18,813,0.9215
10,214,0.537
4,751,0.931
18,660,0.925
49,779,0.84
19,320,0.99
26,428,0.8505
18,634,0.9215
54,66,0.989
26,695,0.8922
14,620,0.9171
18,957,0.919
18,643,0.934
26,970,0.8529
14,614,0.9323
31,753,0.8633
18,821,0.9255
18,566,0.919
52,90,0.722
64,326,0.557
26,123,0.5634
26,948,0.9013
16,584,0.8038
14,919,0.9174
26,126,0.7132
14,615,0.9739
18,913,0.921
14,835,0.9184
18,573,0.924
14,875,0.9429
26,895,0.8456
18,625,0.925
26,503,0.8578
18,805,0.926
26,971,0.8505
31,670,0.9267
18,995,0.9365
12,561,0.761
31,270,0.87
18,680,0.9425
18,726,0.923
18,898,0.7825
18,599,0.902
34,629,0.775
64,511,0.43
21,575,0.98
18,809,0.922
26,367,0.8945
25,720,0.875
14,649,0.9171
26,410,0.6312
18,495,0.923
14,844,0.9116
26,260,0.9119
58,204,0.46
10,210,0.532
18,989,0.933
14,828,0.9448
18,254,0.9265
28,567,0.993
31,839,0.9776
26,419,0.654
4,676,0.737
31,314,0.928
18,878,0.927
14,71,0.9174
64,315,0.586
18,497,0.926
18,997,0.9325
53,656,0.998
18,180,0.9425
14,336,0.931
64,792,0.616
4,816,0.581
26,386,0.568
26,444,0.5923
64,723,0.562
4,335,0.917
26,404,0.0845
38,178,0.923
26,443,0.9926
27,546,0.583
18,239,0.9295
14,965,0.9165
26,379,0.6208
18,332,0.9385
18,979,0.9235
26,763,0.9209
18,67,0.9275
18,652,0.9315
38,177,0.942
18,374,0.9245
26,946,0.8657
64,952,0.559
10,213,0.494
18,745,0.934
25,718,0.89
18,827,0.922
26,447,0.4621
26,381,0.6201
49,776,0.833
26,370,0.8943
31,795,0.9319
18,119,0.9175
14,284,0.9448
18,789,0.927
26,944,0.6534
18,576,0.901
18,251,0.933
64,468,0.205
18,874,0.925
26,902,0.9255
18,894,0.925
18,347,0.834
18,954,0.9225
18,534,0.926
65,718,0.884
11,215,0.879
18,595,0.921
26,376,0.8853
18,981,0.922
18,275,0.924
18,920,0.927
26,132,0.5634
26,303,0.8456
58,224,0.858
26,424,0.8635
26,420,0.6343
26,527,0.9246
18,594,0.9245
18,280,0.928
18,842,0.923
14,144,0.9184
38,277,0.888
25,872,0.992
26,476,0.9141
64,791,0.587
14,508,0.9184
18,650,0.9305
18,892,0.925
18,317,0.9285
65,719,0.911
26,133,0.8456
18,832,0.9215
7,767,0.922
18,565,0.9265
26,414,0.6072
18,937,0.924
18,88,0.937
31,922,0.88
58,222,0.561
18,268,0.922
26,569,0.8284
11,229,0.89
41,959,0.836
55,474,0.709
31,484,0.8733
26,99,0.9014
26,524,0.9323
31,727,0.8767
26,407,0.1268
58,914,0.819
18,276,0.9265
14,176,0.9174
26,164,0.8968
26,138,0.8231
14,991,0.9474
26,437,0.7867
14,151,0.9113
26,108,0.6679
31,841,0.9672
26,365,0.8847
18,247,0.9245
18,722,0.924
26,405,0.1268
26,434,0.4874
26,760,0.922
18,572,0.9385
10,236,0.549
26,146,0.848
32,82,0.9
26,122,0.7581
26,654,0.9014
18,848,0.923
26,771,0.8326
32,170,0.935
18,880,0.9245
14,622,0.9161
11,219,0.882
64,783,0.96
18,606,0.917
26,418,0.6562
18,142,0.9235
31,460,0.8733
41,854,0.822
18,183,0.9265
18,683,0.924
52,92,0.711
26,860,0.8603
18,966,0.9235
26,75,0.8578
26,359,0.6838
14,612,0.9765
18,111,0.924
14,824,0.9458
18,910,0.928
26,706,0.9399
18,912,0.9285
10,218,0.548
18,730,0.9325
31,543,0.9395
22,198,0.788
18,334,0.9245
41,265,0.799
46,961,0.841
18,324,0.923
18,642,0.9265
14,876,0.9177
18,150,0.924
14,744,0.9174
26,121,0.911
18,96,0.9365
64,780,0.973
9,818,0.814
58,230,0.458
14,161,0.9184
26,577,0.8345
18,589,0.9225
18,545,0.925
4,153,0.761
16,582,0.8691
14,514,0.9352
26,399,0.7775
26,754,0.9438
58,232,0.783
26,166,0.9033
61,702,0.748
26,441,0.9877
18,936,0.928
26,815,0.8676
26,451,0.8544
14,463,0.9116
18,488,0.924
26,990,0.9356
20,298,0.933
49,778,0.893
18,191,0.896
14,733,0.9468
18,986,0.924
18,202,0.927
18,341,0.9165
18,487,0.924
26,945,0.914
26,396,0.5054
18,801,0.925
26,765,0.9197
52,91,0.711
18,308,0.937
26,395,0.5199
14,266,0.9306
4,273,0.932
26,455,0.1268
18,344,0.9205
31,635,0.86
18,797,0.926
26,140,0.6895
64,782,0.967
18,802,0.9265
18,120,0.9165
49,777,0.84
11,216,0.896
29,162,0.629
31,331,0.87
18,485,0.917
16,580,0.6745
31,329,0.8733
26,417,0.5578
26,409,0.656
18,540,0.923
26,389,0.8026
57,171,0.974
55,483,0.744
26,383,0.5655
64,293,0.954
64,781,0.973
18,799,0.927
18,677,0.9295
26,430,0.6007
31,956,0.86
18,467,0.9225
31,287,0.9302
18,292,0.9245
10,217,0.513
7,721,0.924
26,496,0.9014
26,429,0.6099
26,127,0.5634
31,591,0.8733
46,890,0.843
26,291,0.911
26,369,0.826
26,271,0.9014
8,193,0.607
36,698,0.593
18,725,0.925
26,378,0.8199
14,281,0.9742
12,560,0.788
4,672,0.693
26,867,0.7328
26,401,0.7913
31,243,0.86
18,309,0.9295
14,256,0.9468
26,684,0.9014
26,530,0.9358
26,448,0.4657
14,262,0.9158
26,943,0.8981
31,996,0.8733
18,461,0.9245
33,688,0.913
31,628,0.8667
14,241,0.949
26,139,0.5634
14,113,0.9487
31,188,0.86
