0	1	[0, 0, 3, 0.625, -0.29746471521430434, 0.0, 0.0, 0.0, 1.0, 0.454311556705251, 0.24196576813190449, -0.1784744294723723, 0.07871765722861378, -0.3437060687418391, 0.1501778722399982, 0.103396425273542, -0.47423345413876744]
1	1	[1, 1, 2, 0.6875, -0.3079575663058011, 0.0, 1.0, -1.0, 0.0, 0.5278390244683409, 0.28424537200007144, -0.2017569376503007, 0.11691832941783181, -0.39486062636409525, 0.16888418971260977, 0.13718432669480474, -0.5364905080868531]
2	1	[2, 2, 5, 0.625, 2.1158191427020814, 0.0, -1.0, -1.0, 1.0, 0.42110226455216226, 0.2347875475596923, -0.17224075167010036, 0.08151366799317587, -0.3480536360293627, 0.13839918821333694, 0.10044969651633157, -0.4470957776388297]
3	1	[3, 3, 7, 0.875, -0.09286665003849215, 2.0, -1.0, -3.0, -1.0, 0.35801171171604784, 0.19878583723628843, -0.12978355999331218, 0.06840527267195284, -0.2754573018818691, 0.11967809908595439, 0.09358212963451405, -0.3784951720688794]
4	1	[4, 4, 2, 0.941176471, -0.21602300370569624, -1.0, 0.0, 0.0, 0.0, 0.2983047229562536, 0.16789605326036317, -0.12011689131378854, 0.05290572791800347, -0.24246869782635241, 0.10729040045701309, 0.07281241528348091, -0.32282135853385807]
5	1	[5, 3, 4, 0.75, -0.24889924843236647, -1.0, 0.0, -3.0, -1.0, 0.3484154545256625, 0.18820828111214644, -0.13394590452839822, 0.0684134478893374, -0.26889627884121853, 0.10153426886232489, 0.09355387473377683, -0.3657024288631004]
6	1	[6, 3, 2, 0.875, 0.13185866535144744, -1.0, -2.0, 1.0, 0.0, 0.45970107350413775, 0.24370021650181364, -0.1833334501451728, 0.10144471973233687, -0.3764144125690853, 0.15666028507985175, 0.11801578662495806, -0.4879840532190759]
7	1	[7, 2, 3, 0.375, -0.0226212683548202, 1.0, 1.0, -1.0, 0.0, 0.49896036287148793, 0.2887287839005391, -0.20567086872955162, 0.13035776211569708, -0.3732914472619692, 0.15109033559759458, 0.12568807924787204, -0.4957538564999898]
8	1	[8, 5, 9, 0.875, -0.2179570309050379, 1.0, -1.0, 0.0, -1.0, 0.40526706548672925, 0.21185329946235434, -0.16433584909514773, 0.0845513071008675, -0.3248465281021133, 0.12161467609469502, 0.10291108386546868, -0.4194079382180036]
9	1	[9, 3, 3, 1.0, -0.26802294526217013, 0.0, 1.0, -1.0, -1.0, 0.3958701976341184, 0.22020585231670567, -0.1541011768726911, 0.0835753690728518, -0.3220302741163927, 0.12602676997062098, 0.09996960401030254, -0.4152726033284906]
