dataset_id,model_id,according accuracy
31,600,0.9303
10,235,0.51
25,718,0.89
64,326,0.557
18,248,0.938
35,924,0.833
18,968,0.928
18,268,0.922
31,459,0.9314
18,770,0.9185
31,670,0.9267
26,356,0.6715
10,218,0.548
18,69,0.927
18,911,0.921
26,947,0.9154
14,151,0.9113
14,611,0.9768
31,956,0.86
8,195,0.624
31,812,0.9297
28,567,0.993
26,790,0.9037
64,791,0.587
18,796,0.927
32,81,0.902
26,445,0.5779
14,965,0.9165
18,878,0.927
10,217,0.513
18,742,0.9225
26,364,0.8439
26,433,0.4693
18,184,0.928
64,869,0.671
26,522,0.91
26,109,0.9037
18,555,0.9245
14,144,0.9184
26,766,0.9427
26,690,0.8627
14,514,0.9352
14,865,0.92
26,418,0.6562
26,353,0.8603
14,844,0.9116
31,278,0.8667
18,917,0.8885
64,804,0.642
18,813,0.9215
18,576,0.901
31,923,0.88
26,689,0.7862
26,107,0.8989
18,669,0.9405
14,262,0.9158
26,925,0.8205
18,302,0.929
64,723,0.562
29,162,0.629
31,753,0.8633
18,987,0.926
17,473,0.497
14,70,0.9465
26,659,0.848
26,346,0.9128
26,626,0.8314
14,160,0.9458
26,416,0.5717
26,407,0.1268
26,123,0.5634
31,644,0.87
18,296,0.9245
18,849,0.924
18,192,0.925
11,237,0.878
18,799,0.927
18,488,0.924
64,952,0.559
26,240,0.9014
14,586,0.9471
25,872,0.992
26,697,0.9404
14,490,0.9135
18,660,0.925
26,362,0.7675
58,222,0.561
18,848,0.923
26,388,0.5702
26,525,0.5634
51,339,0.929
14,992,0.9174
18,332,0.9385
52,91,0.711
18,572,0.9385
18,119,0.9175
18,154,0.9275
26,902,0.9255
18,86,0.9215
18,954,0.9225
18,833,0.9235
18,312,0.924
34,629,0.775
18,658,0.915
14,649,0.9171
26,440,0.1549
18,183,0.9265
58,231,0.567
18,685,0.927
26,313,0.906
31,731,0.925
18,590,0.931
26,803,0.9157
26,480,0.9335
46,890,0.843
18,711,0.9215
58,163,0.73
26,769,0.9644
26,352,0.841
26,129,0.7917
18,979,0.9235
26,455,0.1268
31,749,0.8633
31,537,0.86
14,835,0.9184
18,963,0.925
18,254,0.9265
36,698,0.593
26,80,0.5493
18,87,0.9345
4,273,0.932
50,94,0.918
26,365,0.8847
26,453,0.1268
2,102,0.815
26,411,0.8946
26,271,0.9014
14,964,0.9303
18,589,0.9225
14,489,0.9429
26,379,0.6208
26,520,0.8578
18,726,0.923
16,578,0.8167
14,613,0.9255
58,914,0.819
26,190,0.8206
26,523,0.6895
61,702,0.748
54,592,0.876
58,233,0.863
18,802,0.9265
14,304,0.9168
9,818,0.814
22,197,0.749
18,274,0.923
18,157,0.92
18,805,0.926
49,775,0.82
18,279,0.9205
31,662,0.8667
18,973,0.9255
26,128,0.507
26,430,0.6007
26,867,0.7328
26,261,0.704
26,466,0.8137
32,169,0.926
64,780,0.973
44,826,0.815
26,852,0.8219
32,167,0.937
26,432,0.4874
26,482,0.5352
18,158,0.934
18,786,0.925
18,916,0.9195
31,645,0.9178
31,174,0.8767
26,244,0.8486
26,402,0.7878
26,498,0.8775
31,748,0.8733
26,415,0.5576
18,808,0.9245
26,932,0.9278
14,114,0.9177
